datetime_O3_rf_122,O3_ref_122,O3_fit_122,O3_T_122,O3_RH_122
2016-08-10 00:00:00,14.2241,14.07899002,26.514,64.7509
2016-08-10 00:14:59,13.2721,13.42340044,26.5,64.88
2016-08-10 00:30:00,13.3709,13.8160577466667,26.5,64.8036
2016-08-10 00:45:00,13.8269,14.1237245166667,26.4185,64.8796
2016-08-10 00:59:59,13.5993,13.5069993566666,26.3119,64.9983
2016-08-10 01:15:00,13.7861,14.0351068566667,26.2,64.8862
2016-08-10 01:30:00,14.548,14.8925309133333,26.1745,64.6836
2016-08-10 01:44:59,15.2538,15.45591769,26.1,64.5518
2016-08-10 02:00:00,15.9108,15.9340890886667,26.06,64.5
2016-08-10 02:15:00,16.0666,16.1141207433333,26,64.5448
2016-08-10 02:29:59,16.0494,16.0477788033333,25.8915,64.6966
2016-08-10 02:45:00,15.8852,15.95499182,25.8,64.7818
2016-08-10 03:00:00,16.1526,16.0665098393333,23.74,65.0545
2016-08-10 03:14:59,16.8651,16.3558773333333,25.7582,65.2145
2016-08-10 03:30:00,16.5314,16.3823117366667,25.7,65.5053
2016-08-10 03:45:00,16.3322,16.28731811,25.6267,65.7017
2016-08-10 03:59:59,16.5829,16.34147063,25.5036,65.9364
2016-08-10 04:15:00,15.6966,15.8761241466667,25.4218,66.1727
2016-08-10 04:30:00,15.1649,15.15610923,25.3509,66.48
2016-08-10 04:44:59,14.9211,15.0712322766666,25.3,66.7091
2016-08-10 05:00:00,14.5008,14.64332457,23.42,67.1817
2016-08-10 05:15:00,14.3314,14.3302478,25.2732,67.3393
2016-08-10 05:29:59,12.8332,13.0385265993333,25.2,67.6727
2016-08-10 05:45:00,12.1919,12.5714350266667,25.2,67.8945
2016-08-10 06:00:00,13.1364,12.8195112666667,25.2,67.9855
2016-08-10 06:14:59,12.5046,12.627691654,25.2,68.0136
2016-08-10 06:30:00,12.6442,12.7138769166667,25.2966,68.2034
2016-08-10 06:45:00,12.0871,12.4160941933333,25.3218,68.1164
2016-08-10 06:59:59,12.733,12.6565537733334,25.5732,67.9036
2016-08-10 07:15:00,13.1073,13.5869643866667,26.3839,66.7589
2016-08-10 07:30:00,12.6263,13.3811091966667,27.0724,64.9724
2016-08-10 07:44:59,11.9296,13.080549499,27,63.7119
2016-08-10 08:00:00,12.9541,13.0719181186667,27,65.0556
2016-08-10 08:15:00,14.4478,14.1986192203333,27.4273,64.4673
2016-08-10 08:29:59,16.3722,16.8135561303333,28.4241,62.8648
2016-08-10 08:45:00,17.7023,18.5890286446667,29.5614,60.3246
2016-08-10 09:00:00,19.0728,19.656128091,29.9,58.82
2016-08-10 09:14:59,21.7125,20.660312911,30.4673,57.9145
2016-08-10 09:30:00,25.2559,24.9955775233333,31.2582,55.6873
2016-08-10 09:45:00,24.9844,26.2478710233333,31.2545,54.9636
2016-08-10 09:59:59,24.1447,24.47077093,31.0909,55.3927
2016-08-10 10:15:00,23.5779,23.9531843866667,31,55.4633
2016-08-10 10:30:00,28.3134,28.3797170666666,31.2357,54.925
2016-08-10 10:44:59,31.0844,30.7267199166666,31.4909,53.3127
2016-08-10 11:00:00,34.4833,33.7402802033333,31.6182,54.2673
2016-08-10 11:15:00,37.462,36.8579025866667,31.9073,54.0291
2016-08-10 11:29:59,37.9062,37.8610065166666,32.4051,53.5458
2016-08-10 11:45:00,38.6594,38.0286497,32.786,52.7333
2016-08-10 12:00:00,38.8202,38.5181279466667,32.66,52.7273
2016-08-10 12:14:59,39.2209,38.6164689133334,32.6182,53.3636
2016-08-10 12:30:00,40.1764,39.50843882,33.0164,52.44
2016-08-10 12:45:00,38.8808,38.1796529866667,33.2603,52.2192
2016-08-10 12:59:59,38.2212,38.7910682433333,31.1704,52.2574
2016-08-10 13:15:00,37.404,38.25044334,33.4,52.2891
2016-08-10 13:30:00,43.0114,41.1643037899999,33.6296,52.1704
2016-08-10 13:44:59,44.8812,43.0144028433333,34.1351,51.1754
2016-08-10 14:00:00,42.7553,41.75797866,34.3933,50.47
2016-08-10 14:15:00,41.8769,41.59585099,34.7709,49.3564
2016-08-10 14:29:59,43.3339,40.0515945200001,34.8,48.6855
2016-08-10 14:45:00,42.1176,42.47580516,34.2364,49.4364
2016-08-10 15:00:00,40.2086,41.8136673133334,33.3036,52.4145
2016-08-10 15:14:59,34.7765,36.68689954,31.815,57.5033
2016-08-10 15:30:00,34.0622,34.8215850066666,29.4536,63.0393
2016-08-10 15:45:00,33.2408,33.2165898833333,27.1855,67.4545
2016-08-10 15:59:59,26.6249,27.0465829566667,26.3364,73.1818
2016-08-10 16:15:00,23.5776,24.8464976433333,25.9291,76.0964
2016-08-10 16:30:00,24.2749,24.0536023133334,25.7083,78.0933
2016-08-10 16:44:59,23.7672,22.1144433433333,25.7246,80.3491
2016-08-10 17:00:00,22.6667,23.6692119433333,26.0855,81.3309
2016-08-10 17:15:00,22.3883,23.1705130406667,26.8873,80.2164
2016-08-10 17:29:59,18.9336,19.8244477393333,27.2722,79.887
2016-08-10 17:45:00,16.1494,17.9975110486667,27.4678,80.4305
2016-08-10 18:00:00,16.6842,17.4971019626667,27.569,78.8983
2016-08-10 18:14:59,14.724,16.16311063,27.4709,79.4055
2016-08-10 18:30:00,11.9896,12.8202662688333,27.3327,79.9945
2016-08-10 18:45:00,10.3225,11.3999682613333,27.0691,80.1145
2016-08-10 18:59:59,10.0748,10.6696881156667,26.8298,80.7263
2016-08-10 19:15:00,10.7596,11.2584498703333,26.5379,81.3966
2016-08-10 19:30:00,12.6163,12.72095146,26.3582,82.0909
2016-08-10 19:44:59,14.7005,14.314649306,26.1927,82.5073
2016-08-10 20:00:00,14.3421,13.727900538,26.0236,83.0291
2016-08-10 20:15:00,13.476,13.8553692773333,25.8589,83.4518
2016-08-10 20:29:59,10.8468,10.522741953,25.8,83.8467
2016-08-10 20:45:00,9.88741,9.45664159466666,25.8,84.3527
2016-08-10 21:00:00,7.64057,7.70200654313333,25.8,84.7291
2016-08-10 21:14:59,9.72481,9.39420312233332,25.7982,84.6018
2016-08-10 21:30:00,8.88073,8.18171756386666,25.7582,84.8636
2016-08-10 21:45:00,5.37012,5.84861684766667,25.6583,85.2017
2016-08-10 21:59:59,5.20377,6.48658035233334,25.6,85.2107
2016-08-10 22:15:00,7.59024,7.28873005966667,25.5109,85.2618
2016-08-10 22:30:00,6.31729,6.28709825966667,25.4182,85.62
2016-08-10 22:44:59,7.09764,9.72002080966666,25.3164,85.8473
2016-08-10 23:00:00,11.9024,14.9521717086667,25.3,85.1186
2016-08-10 23:15:00,16.3951,15.8813764433333,25.2333,84.3684
2016-08-10 23:29:59,15.8929,14.6813478946667,25.1891,84.3073
2016-08-10 23:45:00,12.7982,12.4409534093333,23.0036,84.5709
2016-08-11 00:00:00,11.4806,12.1794343736666,24.8549,84.6982
2016-08-11 00:14:59,14.1096,14.0982091583333,24.8,84.2267
2016-08-11 00:30:00,17.1296,15.8234716533334,24.8,83.5727
2016-08-11 00:45:00,14.8114,14.699278058,24.7333,83.355
2016-08-11 00:59:59,13.8743,14.0562679776667,24.7,83.6218
2016-08-11 01:15:00,15.807,15.3907844793333,24.7,83.78
2016-08-11 01:30:00,14.0852,13.6644764326667,24.7,83.9582
2016-08-11 01:44:59,11.1167,11.9790066566667,24.6818,82.6364
2016-08-11 02:00:00,12.4445,12.7835111113333,24.565,84.32
2016-08-11 02:15:00,13.6232,13.6422326666667,24.5,84.5018
2016-08-11 02:29:59,11.4666,12.07579233,24.5,84.6
2016-08-11 02:45:00,6.67332,9.37645208666666,24.4382,84.7927
2016-08-11 03:00:00,8.31988,10.006702821,24.3,85.0745
2016-08-11 10:30:00,33.0127,34.6586409466666,31.4946,63.1893
2016-08-11 10:44:59,35.0216,35.8792211933333,31.6714,63.1589
2016-08-11 11:00:00,37.9772,38.99671549,31.7491,63.1053
2016-08-11 11:15:00,39.8385,39.09958614,32.0712,62.6424
2016-08-11 11:29:59,39.7542,39.5418195066667,32.3945,61.6818
2016-08-11 11:45:00,38.6161,39.1172858766666,32.4291,61.4509
2016-08-11 12:00:00,39.0792,38.7336895033333,32.7273,60.7818
2016-08-11 12:14:59,38.4509,38.1139108033333,33.2161,59.8661
2016-08-11 12:30:00,39.653,38.8698322933333,33.7133,58.34
2016-08-11 12:45:00,39.2594,38.7638399600001,34.1179,56.8929
2016-08-11 12:59:59,40.127,39.4805924566667,34.4727,55.5327
2016-08-11 13:15:00,40.01,39.57707512,34.6,54.7909
2016-08-11 13:30:00,37.7359,38.0035746999999,34.6,54.0768
2016-08-11 13:44:59,38.956,39.04207872,34.6847,53.6525
2016-08-11 14:00:00,37.0379,37.8824601833333,34.9754,53.4877
2016-08-11 14:15:00,37.6672,37.0565713766666,31.2364,52.7382
2016-08-11 14:29:59,36.154,35.8597367433333,35.5364,51.8927
2016-08-11 14:45:00,35.79,34.8598703533334,35.3145,51.7382
2016-08-11 15:00:00,35.8982,35.9804445866666,35.3948,52.1621
2016-08-11 15:14:59,32.8678,34.1982602833334,35.3793,51.7379
2016-08-11 15:30:00,31.2365,32.1338168400001,34.6218,52.5873
2016-08-11 15:45:00,31.6144,33.01076114,34.1255,53.7127
2016-08-11 15:59:59,32.3308,31.7520805433332,34.0327,54.4927
