datetime_NO2_rf_105,NO2_ref_105,NO2_fit_105,NO2_T_105,NO2_RH_105
2016-12-20 16:15:00,14.0752,12.631972114,3.65,57.75
2016-12-20 16:30:00,15.3788,13.690972924,3.5,58
2016-12-20 16:44:59,13.268,13.470897353,3.34,58.08
2016-12-20 17:00:00,17.5391,17.7965555953333,3.1,58.6
2016-12-20 17:15:00,17.3768,17.80980645,2.83333,58.3333
2016-12-20 17:29:59,20.4134,20.0819385456667,2.63333,58.1667
2016-12-20 17:45:00,23.3033,20.2707069149999,2.5,57.7
2016-12-20 18:00:00,26.0458,23.6500249953333,2.4,57.7333
2016-12-20 18:14:59,24.6723,23.278175942,2.35,57.6
2016-12-20 18:30:00,25.2352,24.8164301689999,2.2,57.4333
2016-12-20 18:45:00,28.3674,19.9737403263333,2.1,57.3
2016-12-20 18:59:59,28.6298,26.958319806,2.03333,57.4
2016-12-20 19:15:00,27.4795,22.5212640706667,1.9,57.45
2016-12-20 19:30:00,28.039,22.5582330716666,1.8,57.65
2016-12-20 19:44:59,29.9842,27.5783461476667,1.7,57.95
2016-12-20 20:00:00,31.3799,29.1418925066666,1.6,58.4444
2016-12-20 20:15:00,27.8764,27.2693292999999,1.6,58.6667
2016-12-20 20:29:59,28.1577,20.8161343323333,1.6,58.7667
2016-12-20 20:45:00,28.137,24.0205992523333,1.6,58.7667
2016-12-20 21:00:00,26.8926,22.2920096533333,1.6,58.7
2016-12-20 21:14:59,26.1663,22.9861403230001,1.6,58.7333
2016-12-20 21:30:00,27.6629,23.192501439,1.6,58.625
2016-12-20 21:45:00,27.124,27.3651953366666,1.55,58.575
2016-12-20 21:59:59,29.362,24.0478038619999,1.5,58.6
2016-12-20 22:15:00,29.2137,23.0313217413333,1.5,58.6
2016-12-20 22:30:00,27.9379,23.7352518143334,1.4,58.5
2016-12-20 22:44:59,27.6908,26.344587514,1.36667,58.5333
2016-12-20 23:00:00,28.8483,27.1510217653333,1.22308,58.7
2016-12-20 23:15:00,27.6029,26.6969768753333,1.15385,58.8667
2016-12-20 23:29:59,27.2101,26.92909589,1.06863,59.1824
2016-12-20 23:45:00,27.985,27.0439050133334,0.958,59.638
2016-12-21 00:00:00,28.22,26.5825163999999,0.9,60.02
2016-12-21 00:14:59,27.7605,23.2737992653333,0.861905,60.3024
