datetime_CO_rf_118,CO_ref_118,CO_fit_118,CO_T_118,CO_RH_118
2017-01-09 17:00:00,233.381,249.387810266666,1.44333,42.3767
2017-01-09 17:15:00,408.759,358.8931517,0.165,44.465
2017-01-09 17:29:59,265.978,295.530067933334,-0.03,44.58
2017-01-09 17:45:00,286.278,268.083058600001,-1.1,46.6167
2017-01-09 18:00:00,222.363,222.183167966667,-1.45714,46.8127
2017-01-09 18:14:59,263.644,252.627860966667,-1.86667,47.5175
2017-01-09 18:30:00,339.133,326.0136631,-2.47143,49.1643
2017-01-09 18:45:00,241.389,245.473469966666,-2.7254,49.4111
2017-01-09 18:59:59,227.644,227.578559133333,-3.03387,49.8226
2017-01-09 19:15:00,260.889,260.1975349,-3.1746,50.5127
2017-01-09 19:30:00,252.03,251.628901166666,-3.2,50.8508
2017-01-09 19:44:59,227.767,229.799418166667,-3.13651,50.7079
2017-01-09 20:00:00,228.304,228.2315918,-3.2,50.871
2017-01-09 20:15:00,230.13,230.942183333334,-3.23226,51.0177
2017-01-09 20:29:59,234.53,233.486834433333,-3.15833,51.065
2017-01-09 20:45:00,252.267,253.2894623,-3.17,51.6117
2017-01-09 21:00:00,281.744,278.640841333334,-3.2,51.6032
2017-01-09 21:14:59,287.633,283.995051566667,-3.2,51.5175
2017-01-09 21:30:00,266.589,264.887092666667,-3.2,51.616
2017-01-09 21:45:00,259.17,258.232424533333,-3.29841,51.0698
2017-01-09 21:59:59,252.656,253.283133533333,-3.35614,52.3649
2017-01-09 22:15:00,257.989,258.036515466667,-3.40167,52.6383
2017-01-09 22:30:00,260.219,258.6852069,-3.40161,52.579
2017-01-09 22:44:59,267.952,263.123216966667,-3.34286,52.8635
2017-01-09 23:00:00,258.93,258.724970266666,-3.4129,52.7855
2017-01-09 23:15:00,258.896,252.800994399999,-3.55079,53.0794
2017-01-09 23:29:59,261.644,258.839801433333,-3.6,53.1694
2017-01-09 23:45:00,255.815,255.2640443,-3.57937,53.0413
2017-01-10 00:00:00,254.063,252.972205033333,-3.5,52.9952
2017-01-10 00:14:59,257.644,257.8286503,-3.57593,53.3167
2017-01-10 00:30:00,258.196,256.965907733333,-3.66032,53.7714
2017-01-10 00:45:00,249.144,249.844113433333,-3.8,53.6762
2017-01-10 00:59:59,244.856,246.091275533333,-3.77143,53.6063
2017-01-10 01:15:00,247.096,248.4391534,-3.85806,54.1242
2017-01-10 01:30:00,238.767,241.2232289,-3.98413,54.0508
2017-01-10 01:44:59,247.73,250.0709271,-3.77097,53.3
2017-01-10 02:00:00,236.311,240.109635,-3.41905,52.6873
2017-01-10 02:15:00,221.167,219.2065279,-3.05574,51.7656
2017-01-10 02:29:59,200.896,199.614032233333,-2.79186,51.3733
2017-01-10 02:45:00,202.293,199.997356533333,-2.68871,50.8726
2017-01-10 03:00:00,198.819,196.452410233333,-2.51774,50.4984
2017-01-10 03:14:59,194.585,194.3414748,-2.20167,50.0767
2017-01-10 03:30:00,188.7,189.892414266666,-1.91167,49.755
2017-01-10 03:45:00,194.189,193.116838466666,-1.5873,49.2635
2017-01-10 03:59:59,199.63,196.109015833333,-1.28065,49.0694
2017-01-10 04:15:00,214.615,217.200120966667,-1.1,49.2063
2017-01-10 04:30:00,237.03,233.145997333333,-1.03548,49.5952
2017-01-10 04:44:59,223.267,225.124571966667,-1.06825,50.0921
2017-01-10 05:00:00,208.326,205.258633933333,-1.02581,51.4177
