datetime_CO_rf_122,CO_ref_122,CO_fit_122,CO_T_122,CO_RH_122
2016-08-10 00:00:00,111.478,116.680211533334,26.514,64.7509
2016-08-10 00:14:59,117.152,120.140584533333,26.5,64.88
2016-08-10 00:30:00,116.267,118.650754366667,26.5,64.8036
2016-08-10 00:45:00,117.996,118.900665466667,26.4185,64.8796
2016-08-10 00:59:59,117.785,120.460755933334,26.3119,64.9983
2016-08-10 01:15:00,121.311,121.738663616667,26.2,64.8862
2016-08-10 01:30:00,112.263,118.524528533333,26.1745,64.6836
2016-08-10 01:44:59,109.304,112.6016219,26.1,64.5518
2016-08-10 02:00:00,106.693,109.103372733333,26.06,64.5
2016-08-10 02:15:00,103.867,105.506369503333,26,64.5448
2016-08-10 02:29:59,105.404,105.08269237,25.8915,64.6966
2016-08-10 02:45:00,106.241,106.163032733333,25.8,64.7818
2016-08-10 03:00:00,105.356,104.96128516,23.74,65.0545
2016-08-10 03:14:59,100.33,102.012446236667,25.7582,65.2145
2016-08-10 03:30:00,103,103.400678603333,25.7,65.5053
2016-08-10 03:45:00,101.644,103.47329843,25.6267,65.7017
2016-08-10 03:59:59,102.859,102.246887163333,25.5036,65.9364
2016-08-10 04:15:00,99.063,104.00675235,25.4218,66.1727
2016-08-10 04:30:00,102.97,104.50051465,25.3509,66.48
2016-08-10 04:44:59,106.893,108.616197446666,25.3,66.7091
2016-08-10 05:00:00,107.263,113.583365746667,23.42,67.1817
2016-08-10 05:15:00,110.615,114.308960916667,25.2732,67.3393
2016-08-10 05:29:59,120.556,124.446324613333,25.2,67.6727
2016-08-10 05:45:00,128.411,128.312499166667,25.2,67.8945
2016-08-10 06:00:00,126.785,128.2825526,25.2,67.9855
2016-08-10 06:14:59,128.959,128.4840384,25.2,68.0136
2016-08-10 06:30:00,127.533,128.2201623,25.2966,68.2034
2016-08-10 06:45:00,132.904,130.725610866667,25.3218,68.1164
2016-08-10 06:59:59,133.944,135.800337933334,25.5732,67.9036
2016-08-10 07:15:00,156.196,165.297755733334,26.3839,66.7589
2016-08-10 07:30:00,143.963,142.447632633334,27.0724,64.9724
2016-08-10 07:44:59,147.485,141.257316366667,27,63.7119
2016-08-10 08:00:00,141,142.228325533334,27,65.0556
2016-08-10 08:15:00,136.963,142.5510836,27.4273,64.4673
2016-08-10 08:29:59,134.956,151.970821266667,28.4241,62.8648
2016-08-10 08:45:00,139.489,142.2792308,29.5614,60.3246
2016-08-10 09:00:00,134.607,136.253498666667,29.9,58.82
2016-08-10 09:14:59,134.789,139.335206033333,30.4673,57.9145
2016-08-10 09:30:00,123.356,129.0422284,31.2582,55.6873
2016-08-10 09:45:00,129.163,133.709771933334,31.2545,54.9636
2016-08-10 09:59:59,128.9,128.857161533333,31.0909,55.3927
2016-08-10 10:15:00,132.693,132.415079666667,31,55.4633
2016-08-10 10:30:00,113.467,123.793555333333,31.2357,54.925
2016-08-10 10:44:59,110.215,129.398228833333,31.4909,53.3127
2016-08-10 11:00:00,105.644,120.2493647,31.6182,54.2673
2016-08-10 11:15:00,113.237,123.302799133333,31.9073,54.0291
2016-08-10 11:29:59,108.285,122.158117,32.4051,53.5458
2016-08-10 11:45:00,116.444,121.6213018,32.786,52.7333
2016-08-10 12:00:00,107.522,118.015736066667,32.66,52.7273
2016-08-10 12:14:59,120.715,132.430353233333,32.6182,53.3636
2016-08-10 12:30:00,114.678,123.432315933333,33.0164,52.44
2016-08-10 12:45:00,124.93,128.354341333333,33.2603,52.2192
2016-08-10 12:59:59,135.63,134.8706778,31.1704,52.2574
2016-08-10 13:15:00,132.444,141.170664333334,33.4,52.2891
2016-08-10 13:30:00,138.044,151.049996133334,33.6296,52.1704
2016-08-10 13:44:59,140.122,139.746111533334,34.1351,51.1754
2016-08-10 14:00:00,147.378,261.828457166666,34.3933,50.47
2016-08-10 14:15:00,133.304,138.784096133333,34.7709,49.3564
2016-08-10 14:29:59,147.6,149.233031633333,34.8,48.6855
2016-08-10 14:45:00,127.341,134.722600133334,34.2364,49.4364
2016-08-10 15:00:00,140.885,145.930612066667,33.3036,52.4145
2016-08-10 15:14:59,145.944,161.535230466667,31.815,57.5033
2016-08-10 15:30:00,123.204,131.581248533333,29.4536,63.0393
