datetime_CO2_rf_110,CO2_ref_110,CO2_fit_110,CO2_T_110,CO2_RH_110
2016-09-24 17:45:00,417.815,417.2270266,22.6,49.3732
2016-09-24 18:00:00,418.075,418.380341566667,22.437,49.8304
2016-09-24 18:14:59,415.632,416.796695133334,22.1582,50.1709
2016-09-24 18:30:00,416.493,417.531179366666,21.8783,50.6196
2016-09-24 18:45:00,418.782,419.009209333334,21.6037,51.2722
2016-09-24 18:59:59,418.826,418.860743333334,21.3083,51.9396
2016-09-24 19:15:00,417.948,419.2220827,21.0827,52.5712
2016-09-24 19:30:00,416.267,417.9294058,20.7449,53.3184
2016-09-24 19:44:59,416.923,418.072690300001,20.4725,53.9725
2016-09-24 20:00:00,419.351,419.2099458,20.2,54.7
2016-09-24 20:15:00,418.263,419.038722800001,19.8776,55.2327
2016-09-24 20:29:59,417.267,418.718594033333,19.7154,55.625
2016-09-24 20:45:00,417.77,418.7992358,19.4521,56.1979
2016-09-24 21:00:00,417.942,419.655844333333,19.1426,56.9685
2016-09-24 21:14:59,419.01,420.038116033333,18.9304,57.8065
2016-09-24 21:30:00,420.161,424.544918233333,18.6164,58.3636
2016-09-24 21:45:00,418.171,419.239206,18.3283,58.4283
2016-09-24 21:59:59,419.065,419.389974233334,18.0839,58.8554
2016-09-24 22:15:00,419.98,421.095902566667,17.7565,59.1478
2016-09-24 22:30:00,419.494,420.256406133334,15.5927,59.0655
2016-09-24 22:44:59,417.203,418.890552300001,17.2717,59.0543
2016-09-24 23:00:00,419.42,420.537964333334,16.9875,59.7018
2016-09-24 23:15:00,422.419,423.606547866667,16.7652,60.763
2016-09-24 23:29:59,423.727,423.500750000001,16.5037,61.3815
2016-09-24 23:45:00,422.74,423.1225517,16.234,61.583
2016-09-25 00:00:00,421.259,421.929360866667,16.0245,61.9566
2016-09-25 00:14:59,421.826,423.138243133333,15.8102,62.5367
2016-09-25 00:30:00,422.003,422.5694091,15.5788,63.0192
2016-09-25 00:45:00,422.092,424.759088666667,13.04,63.534
2016-09-25 00:59:59,421.573,422.423517166667,15.16,64.118
2016-09-25 01:15:00,422.878,424.482286799999,14.9157,64.7137
2016-09-25 01:30:00,422.559,425.2351132,14.7286,65.3061
2016-09-25 01:44:59,422.608,423.5082388,14.5377,65.9943
2016-09-25 02:00:00,420.127,422.195431066667,14.3787,66.534
2016-09-25 02:15:00,421.128,423.711964833333,14.1778,67.2481
2016-09-25 02:29:59,422.824,424.825497999999,13.9391,68.0239
2016-09-25 02:45:00,426.596,427.906285466666,13.7357,68.8536
2016-09-25 03:00:00,428.231,428.3525114,13.6283,69.6022
2016-09-25 03:14:59,429.449,429.271838866666,13.4182,70.3273
2016-09-25 03:30:00,428.35,428.949002666667,13.2348,71.0565
2016-09-25 03:45:00,429.25,429.133876633333,13.0518,71.6482
2016-09-25 03:59:59,429.106,429.705790466666,12.95,72.3065
2016-09-25 04:15:00,429.902,429.9540898,12.7727,72.9582
2016-09-25 04:30:00,431.212,431.825418666667,12.6304,73.5674
2016-09-25 04:44:59,430.924,430.8868578,12.4636,74.2527
2016-09-25 05:00:00,430.837,431.097340633333,12.3426,75.0532
2016-09-25 05:15:00,432.976,432.239530433333,12.217,75.783
2016-09-25 05:29:59,433.979,433.834792,12.1479,76.1271
2016-09-25 05:45:00,433.369,432.290591633334,12.025,76.3115
2016-09-25 06:00:00,433.568,433.220897533334,11.92,76.478
2016-09-25 06:14:59,435.087,434.990700666666,11.808,76.742
2016-09-25 06:30:00,435.335,434.8043845,11.7,76.9275
2016-09-25 06:45:00,433.285,433.109925400001,11.7,76.651
2016-09-25 06:59:59,432.807,433.2584132,11.7566,76.4925
2016-09-25 07:15:00,432.029,431.8812583,11.9375,75.9875
2016-09-25 07:30:00,431.066,430.282131999999,12.3778,75.0111
2016-09-25 07:44:59,430.842,430.439275633333,13.2174,73.5652
2016-09-25 08:00:00,429.581,431.443017500001,14.4255,70.6909
2016-09-25 08:15:00,427.913,427.874132566667,15.3739,68.1348
2016-09-25 08:29:59,427.107,427.520175733333,16.325,65.5732
2016-09-25 08:45:00,427.161,426.615855066666,17.0304,63.2043
2016-09-25 09:00:00,425.539,426.2512273,17.7818,61.1927
2016-09-25 09:14:59,426.258,427.453573766667,18.7087,59.1283
2016-09-25 09:30:00,423.845,424.587509966667,19.5018,56.7036
2016-09-25 09:45:00,422.192,423.102138533334,20.0783,55.0935
2016-09-25 09:59:59,421.05,422.307522933333,21.2574,53.3
2016-09-25 10:15:00,420.783,422.324826166667,22.5064,50.7681
2016-09-25 10:30:00,419.862,421.365851133333,23.4226,48.6189
2016-09-25 10:44:59,418.692,420.595975500001,24.4673,46.3163
2016-09-25 11:00:00,416.4,417.170213333333,25.3588,44.4412
2016-09-25 11:15:00,414.99,416.3817791,26.05,42.534
