datetime_NO2_rf_118,NO2_ref_118,NO2_fit_118,NO2_T_118,NO2_RH_118
2017-01-09 17:00:00,12.1975,12.0466068143333,1.44333,42.3767
2017-01-09 17:15:00,15.6564,13.6622652016667,0.165,44.465
2017-01-09 17:29:59,13.2184,14.6731449016667,-0.03,44.58
2017-01-09 17:45:00,13.1359,12.136324238,-1.1,46.6167
2017-01-09 18:00:00,12.2526,10.8142589676666,-1.45714,46.8127
2017-01-09 18:14:59,11.622,11.9464666686667,-1.86667,47.5175
2017-01-09 18:30:00,19.098,16.8768888696667,-2.47143,49.1643
2017-01-09 18:45:00,14.9377,13.5928811653334,-2.7254,49.4111
2017-01-09 18:59:59,15.2414,13.7043709013333,-3.03387,49.8226
2017-01-09 19:15:00,18.0698,14.9125004843334,-3.1746,50.5127
2017-01-09 19:30:00,18.2968,14.0485653176667,-3.2,50.8508
2017-01-09 19:44:59,14.7759,12.752101071,-3.13651,50.7079
2017-01-09 20:00:00,7.57881,8.663445618,-3.2,50.871
2017-01-09 20:15:00,5.17486,6.82423962200001,-3.23226,51.0177
2017-01-09 20:29:59,5.02875,7.194250953,-3.15833,51.065
2017-01-09 20:45:00,5.71781,7.92794523200001,-3.17,51.6117
2017-01-09 21:00:00,6.83716,8.12570463233334,-3.2,51.6032
2017-01-09 21:14:59,6.9957,8.42814826333334,-3.2,51.5175
2017-01-09 21:30:00,7.21668,7.93614535533333,-3.2,51.616
2017-01-09 21:45:00,7.8746,8.48317161100002,-3.29841,51.0698
2017-01-09 21:59:59,8.18723,8.515844486,-3.35614,52.3649
2017-01-09 22:15:00,8.50253,8.83346679133335,-3.40167,52.6383
2017-01-09 22:30:00,8.59146,8.84664557400001,-3.40161,52.579
2017-01-09 22:44:59,8.93758,9.13638681033333,-3.34286,52.8635
2017-01-09 23:00:00,8.92775,8.860484773,-3.4129,52.7855
2017-01-09 23:15:00,8.82691,8.918128145,-3.55079,53.0794
2017-01-09 23:29:59,9.30211,9.19921386033334,-3.6,53.1694
2017-01-09 23:45:00,9.90838,9.74589292500001,-3.57937,53.0413
2017-01-10 00:00:00,10.5877,10.2447427456667,-3.5,52.9952
2017-01-10 00:14:59,10.4558,10.3082267693333,-3.57593,53.3167
2017-01-10 00:30:00,10.1315,9.98868197900001,-3.66032,53.7714
2017-01-10 00:45:00,9.64626,9.78000903733335,-3.8,53.6762
2017-01-10 00:59:59,8.71144,8.78419882366667,-3.77143,53.6063
2017-01-10 01:15:00,8.82183,9.50299297933333,-3.85806,54.1242
2017-01-10 01:30:00,7.98261,8.52288722066667,-3.98413,54.0508
2017-01-10 01:44:59,8.37204,8.38150087133336,-3.77097,53.3
2017-01-10 02:00:00,7.50946,7.63305822033336,-3.41905,52.6873
2017-01-10 02:15:00,6.1789,5.997832843,-3.05574,51.7656
2017-01-10 02:29:59,5.01649,5.69225477533333,-2.79186,51.3733
2017-01-10 02:45:00,4.98125,5.28130684633333,-2.68871,50.8726
2017-01-10 03:00:00,5.29964,5.47808271533334,-2.51774,50.4984
2017-01-10 03:14:59,4.91615,5.05219871533333,-2.20167,50.0767
2017-01-10 03:30:00,4.57866,4.87994819499999,-1.91167,49.755
2017-01-10 03:45:00,4.9995,5.19512515066666,-1.5873,49.2635
2017-01-10 03:59:59,5.04392,5.33655551733333,-1.28065,49.0694
2017-01-10 04:15:00,5.97543,6.18278178833332,-1.1,49.2063
2017-01-10 04:30:00,7.16351,8.31161885833332,-1.03548,49.5952
2017-01-10 04:44:59,7.43263,8.29798304733331,-1.06825,50.0921
2017-01-10 05:00:00,6.18301,6.59908101300001,-1.02581,51.4177
2017-01-10 05:15:00,6.94716,6.86586311433335,-1.18889,58.5206
2017-01-10 05:29:59,14.1854,11.6075609963333,-1.60645,63.1936
2017-01-10 05:45:00,15.6307,12.5795223256666,-1.90484,66.6323
2017-01-10 06:00:00,15.4103,12.8797961726666,-2.20635,69.6571
2017-01-10 06:14:59,20.1481,15.396393567,-2.42857,72.0464
2017-01-10 06:30:00,23.0173,19.6188491606667,-2.62381,73.5857
2017-01-10 06:45:00,24.1238,19.978903675,-2.7,75.0468
2017-01-10 06:59:59,23.9722,21.836302406,-2.6746,76.5746
2017-01-10 07:15:00,9.7335,11.580344475,-2.48226,77.8048
2017-01-10 07:30:00,9.52999,12.6367771023333,-2.23333,78.5467
2017-01-10 07:44:59,9.79216,12.5508631503333,-1.985,79.0117
2017-01-10 08:00:00,9.35151,11.3627160646667,-1.765,79.095
2017-01-10 08:15:00,7.14786,8.755205503,-1.485,79.465
2017-01-10 08:29:59,6.80986,9.41580892333334,-1.09831,79.3017
2017-01-10 08:45:00,7.2881,11.1077548276667,-0.793443,78.9426
2017-01-10 09:00:00,7.3665,8.76071238733334,-0.448333,78.36
2017-01-10 09:14:59,7.98029,10.9008436226667,-0.208197,77.6967
2017-01-10 09:30:00,18.2812,17.542234082,0.0433962,76.9302
2017-01-10 09:45:00,21.0065,19.7785369983333,0.417742,76.0823
2017-01-10 09:59:59,23.0889,20.8217701343333,-0.825397,74.9937
2017-01-10 10:15:00,23.1819,22.105311112,1.11111,73.6048
2017-01-10 10:30:00,23.7187,21.4954363766667,1.28333,72.8933
2017-01-10 10:44:59,19.2109,17.578787744,1.65536,71.3482
2017-01-10 11:00:00,15.6174,15.054336122,2.00476,70.1413
2017-01-10 11:15:00,15.4597,15.223968771,2.27213,69.8705
2017-01-10 11:29:59,18.5654,17.821372417,2.3,72.1411
2017-01-10 11:45:00,20.5581,18.9868367253334,2.19677,74.3661
2017-01-10 12:00:00,21.339,19.7900196486666,2.1,76.8113
2017-01-10 12:14:59,17.7553,16.1173280213333,2.11833,78.9333
2017-01-10 12:30:00,16.8331,15.584871615,2.24833,80.22
2017-01-10 12:45:00,17.0365,16.8831621323333,2.32097,81.1081
2017-01-10 12:59:59,16.8009,17.423880597,2.49206,81.9635
2017-01-10 13:15:00,20.0511,19.1751124683333,2.73548,82.5145
2017-01-10 13:30:00,21.9711,20.8568221403333,2.91905,83.0444
2017-01-10 13:44:59,22.9863,21.4547780746667,3.06129,83.6564
2017-01-10 14:00:00,20.8084,19.2511029633333,3.25238,84.3476
2017-01-10 14:15:00,20.8987,20.7015682486667,3.5873,84.7143
2017-01-10 14:29:59,23.4892,21.2265610903333,3.89206,84.8222
2017-01-10 14:45:00,24.8464,22.6210981163334,4,85.2619
2017-01-10 15:00:00,21.8393,20.2931176593333,4.11452,85.6484
2017-01-10 15:14:59,14.1091,12.756172942,4.61905,85.4889
2017-01-10 15:30:00,12.4734,12.3647760436667,5.12742,84.7032
2017-01-10 15:45:00,11.8138,10.7038547243333,5.54,83.76
2017-01-10 15:59:59,11.8033,11.738367747,5.9,82.72
2017-01-10 16:15:00,11.4917,11.087010831,6.38871,81.1339
2017-01-10 16:30:00,11.0471,11.164796569,6.67097,79.6016
2017-01-10 16:44:59,10.3393,12.7934576313333,7.10159,77.8079
