datetime_O3_rf_108,O3_ref_108,O3_fit_108,O3_T_108,O3_RH_108
2016-08-10 00:00:00,14.2241,13.9498723566667,26.4,64.9492
2016-08-10 00:14:59,13.2721,13.57405642,26.4,65.0836
2016-08-10 00:30:00,13.3709,14.107031248,26.3109,65.0273
2016-08-10 00:45:00,13.8269,14.2732723096667,26.22,65.0436
2016-08-10 00:59:59,13.5993,13.8354225266667,26.1018,65.1018
2016-08-10 01:15:00,13.7861,14.1230985866667,26.02,65.0467
2016-08-10 01:30:00,14.548,14.7292403566666,25.9518,64.9125
2016-08-10 01:44:59,15.2538,15.4741987633334,25.9,64.8145
2016-08-10 02:00:00,15.9108,15.79013324,25.8418,64.7636
2016-08-10 02:15:00,16.0666,15.976304488,25.8,64.7145
2016-08-10 02:29:59,16.0494,16.0310095566666,25.7102,64.883
2016-08-10 02:45:00,15.8852,15.6214500366667,25.7,65.0772
2016-08-10 03:00:00,16.1526,16.0784615366667,25.6727,65.3055
2016-08-10 03:14:59,16.8651,16.3617004666667,23.78,65.4927
2016-08-10 03:30:00,16.5314,16.34924396,25.5018,65.6357
2016-08-10 03:45:00,16.3322,16.2833900336667,25.431,65.8431
2016-08-10 03:59:59,16.5829,16.39027306,25.3339,66.1441
2016-08-10 04:15:00,15.6966,15.6727279666667,25.24,66.4327
2016-08-10 04:30:00,15.1649,15.3127913066667,25.1927,66.7491
2016-08-10 04:44:59,14.9211,15.00564054,25.1018,66.9411
2016-08-10 05:00:00,14.5008,14.3562108733333,25.1,67.3321
2016-08-10 05:15:00,14.3314,14.3168324566667,25.1,67.5717
2016-08-10 05:29:59,12.8332,13.07454068,25.0946,67.9268
2016-08-10 05:45:00,12.1919,12.8611300403333,25.0073,68.1436
2016-08-10 06:00:00,13.1364,12.9013710993333,25.0036,68.2073
2016-08-10 06:14:59,12.5046,12.6094860826667,25.0982,68.2518
2016-08-10 06:30:00,12.6442,12.695251356,25.1,68.3763
2016-08-10 06:45:00,12.0871,12.515232556,25.131,68.3293
2016-08-10 06:59:59,12.733,12.873231882,25.38,68.1327
2016-08-10 07:15:00,13.1073,12.908540048,26.0091,67.3745
2016-08-10 07:30:00,12.6263,13.6984983866666,26.6727,65.8418
2016-08-10 07:44:59,11.9296,12.4626873533334,26.7,65.4965
2016-08-10 08:00:00,12.9541,13.3178238466667,24.7783,65.6267
2016-08-10 08:15:00,14.4478,14.602907298,27.0564,65.2109
2016-08-10 08:29:59,16.3722,16.94163914,27.9418,63.8291
2016-08-10 08:45:00,17.7023,18.3135385266667,28.9891,61.4455
2016-08-10 09:00:00,19.0728,19.89358403,29.3509,59.9964
2016-08-10 09:14:59,21.7125,22.5609591133333,29.88,59.1217
2016-08-10 09:30:00,25.2559,26.3492116166667,30.6193,56.9632
2016-08-10 09:45:00,24.9844,25.73475344,30.5564,56.42
2016-08-10 09:59:59,24.1447,24.64406868,30.4,56.8491
2016-08-10 10:15:00,23.5779,24.3314591733333,30.3927,56.9036
2016-08-10 10:30:00,28.3134,27.6680573666666,30.5586,56.4207
2016-08-10 10:44:59,31.0844,32.0020308533333,30.7831,55.761
2016-08-10 11:00:00,34.4833,34.9172489066666,30.8909,55.8182
