datetime_CO2_rf_113,CO2_ref_113,CO2_fit_113,CO2_T_113,CO2_RH_113
2016-09-24 17:45:00,417.815,416.909865466667,22.5169,51.8339
2016-09-24 18:00:00,418.075,417.013774133334,22.2759,52.3667
2016-09-24 18:14:59,415.632,416.079805800001,21.9623,52.683
2016-09-24 18:30:00,416.493,416.699943566666,21.6623,53.2472
2016-09-24 18:45:00,418.782,418.487842733334,21.3283,53.975
2016-09-24 18:59:59,418.826,418.9858314,21.0208,54.6736
2016-09-24 19:15:00,417.948,418.226870433334,20.7509,55.2528
2016-09-24 19:30:00,416.267,417.5366574,20.3685,55.9185
2016-09-24 19:44:59,416.923,418.300994500001,20.1763,56.5712
2016-09-24 20:00:00,419.351,418.437153933333,19.9132,57.3396
2016-09-24 20:15:00,418.263,418.553643400001,19.5981,57.7453
2016-09-24 20:29:59,417.267,417.777064666667,19.3327,58.1345
2016-09-24 20:45:00,417.77,419.388147666666,19.1121,58.7483
2016-09-24 21:00:00,417.942,418.7701532,18.8075,59.3906
2016-09-24 21:14:59,419.01,420.4641977,18.5585,60.1113
2016-09-24 21:30:00,420.161,422.897857666665,18.2821,60.6625
2016-09-24 21:45:00,418.171,419.3357544,17.9263,60.6842
2016-09-24 21:59:59,419.065,419.352019133334,17.6868,61.0434
2016-09-24 22:15:00,419.98,419.8788266,17.4574,61.2926
2016-09-24 22:30:00,419.494,419.622311466667,17.1328,61.2224
2016-09-24 22:44:59,417.203,418.573795466667,16.9091,61.2273
2016-09-24 23:00:00,419.42,420.350006433333,16.6264,61.8623
2016-09-24 23:15:00,422.419,423.261658833333,16.3811,62.7604
2016-09-24 23:29:59,423.727,423.5764517,16.1119,63.3492
2016-09-24 23:45:00,422.74,421.927371999999,15.9111,63.4407
2016-09-25 00:00:00,421.259,421.101581633333,15.634,63.8415
2016-09-25 00:14:59,421.826,422.291314166666,15.4245,64.3151
2016-09-25 00:30:00,422.003,421.311768399999,15.2117,64.7233
2016-09-25 00:45:00,422.092,422.0376919,14.9736,65.1642
2016-09-25 00:59:59,421.573,421.994154366666,14.7204,65.6685
2016-09-25 01:15:00,422.878,421.569248033332,14.5745,66.2036
2016-09-25 01:30:00,422.559,422.417899533333,14.381,66.781
2016-09-25 01:44:59,422.608,421.955198666667,14.1604,67.317
2016-09-25 02:00:00,420.127,420.0549547,13.9396,67.7774
2016-09-25 02:15:00,421.128,421.958235766666,13.7786,68.3804
2016-09-25 02:29:59,422.824,422.569722533332,13.6053,69.0965
2016-09-25 02:45:00,426.596,426.913131133333,13.4245,69.7679
2016-09-25 03:00:00,428.231,427.398204533333,13.183,70.3642
2016-09-25 03:14:59,429.449,427.612202066666,13.0965,70.9684
2016-09-25 03:30:00,428.35,427.842911366667,12.9518,71.5732
2016-09-25 03:45:00,429.25,428.912257766667,12.7868,72.0321
2016-09-25 03:59:59,429.106,429.4109284,12.5906,72.5019
2016-09-25 04:15:00,429.902,429.8761034,12.4276,73.1052
2016-09-25 04:30:00,431.212,430.657641733333,12.2491,73.6691
2016-09-25 04:44:59,430.924,429.938797933334,12.2,74.2642
2016-09-25 05:00:00,430.837,431.134765433333,12.0849,74.9057
2016-09-25 05:15:00,432.976,432.987956166666,11.9186,75.5085
2016-09-25 05:29:59,433.979,433.738108966666,11.8,75.8611
2016-09-25 05:45:00,433.369,433.0965579,11.7019,75.9648
2016-09-25 06:00:00,433.568,433.521154233333,11.563,76.0093
2016-09-25 06:14:59,435.087,433.9463513,11.5,76.2831
