datetime_NO2_rf_117,NO2_ref_117,NO2_fit_117,NO2_T_117,NO2_RH_117
2016-10-28 17:29:59,23.2022,27.0022906333333,11.2068,54.0119
2016-10-28 17:45:00,29.0886,31.4624499166665,10.8309,55.0691
2016-10-28 18:00:00,31.4535,31.6694917299999,10.4873,56.0582
2016-10-28 18:14:59,37.2306,37.32213723,10.2824,57.249
2016-10-28 18:30:00,41.6539,39.29168543,10.0034,58.2862
2016-10-28 18:45:00,42.1216,39.2554131833333,7.584,57.934
2016-10-28 18:59:59,40.4357,38.6805024833333,9.51636,59.9945
2016-10-28 19:15:00,37.5519,37.3707171183333,9.25179,61.1964
2016-10-28 19:30:00,37.3088,36.2294744766667,9.02545,62.0818
2016-10-28 19:44:59,35.9191,36.1449823679999,8.84808,63.25
2016-10-28 20:00:00,37.4592,36.61347059,8.68704,63.9204
2016-10-28 20:15:00,36.9495,36.1497269433334,8.48,64.5383
2016-10-28 20:29:59,36.781,36.2120095166667,8.33,65.228
2016-10-28 20:45:00,36.8479,35.3957027166667,8.286,65.742
2016-10-28 21:00:00,36.7228,35.9960604033333,8.2,66.3633
2016-10-28 21:14:59,36.1621,35.5939617433333,8.25455,66.5527
2016-10-28 21:30:00,35.8859,35.4291689133333,8.35091,66.7691
2016-10-28 21:45:00,35.5865,33.8347720526667,8.53636,67.0509
2016-10-28 21:59:59,34.8819,34.1606210966667,8.71455,67.0364
2016-10-28 22:15:00,32.5333,30.1050781793332,8.8,66.9816
2016-10-28 22:30:00,29.3265,28.6596271433332,8.8,66.5545
2016-10-28 22:44:59,26.9451,27.3296965033333,8.81786,66.2839
2016-10-28 23:00:00,27.1421,27.7780828333333,8.80526,66.4035
2016-10-28 23:15:00,27.6041,27.3538078533333,8.8,66.5509
2016-10-28 23:29:59,26.9423,27.1256668533333,8.8,66.7527
2016-10-28 23:45:00,27.1305,27.16832644,8.78909,66.9218
2016-10-29 00:00:00,26.6948,26.4722353033333,8.66724,67.1
2016-10-29 00:14:59,24.3502,24.4706385600001,8.55088,67.6667
2016-10-29 00:30:00,23.5939,23.8314061566667,8.41091,67.8273
2016-10-29 00:45:00,27.4242,26.4513825833333,8.4,67.9094
2016-10-29 00:59:59,27.5869,26.5753118966667,8.4,68.1327
2016-10-29 01:15:00,26.5414,24.10370497,8.405,68.3617
2016-10-29 01:30:00,20.5576,18.3848109233334,8.54107,68.1429
2016-10-29 01:44:59,16.6737,16.2999467433334,8.77778,67.6982
2016-10-29 02:00:00,15.0675,14.93787017,9.01455,67.0291
2016-10-29 02:15:00,14.9284,14.88963023,9.20182,66.5382
2016-10-29 02:29:59,14.8483,14.8018722066667,9.35833,66.245
2016-10-29 02:45:00,13.8608,14.0140078733334,9.49286,65.9161
2016-10-29 03:00:00,13.6906,13.85358136,9.43818,65.7509
2016-10-29 03:14:59,14.0912,14.0319790203333,9.30182,66.1145
2016-10-29 03:30:00,14.2801,14.3570062683333,9.07636,66.48
2016-10-29 03:45:00,14.1033,14.3555599933333,8.96333,67.205
2016-10-29 03:59:59,14.3294,14.56476535,8.9,67.5947
2016-10-29 04:15:00,15.5261,15.59964233,8.9,67.7636
