datetime_CO2_rf_111,CO2_ref_111,CO2_fit_111,CO2_T_111,CO2_RH_111
2016-08-12 12:45:00,433.09,437.0641252,28.4,79.5167
2016-08-12 12:59:59,431.086,439.494277466667,28.7704,76.5148
2016-08-12 13:15:00,430.113,436.453723666668,29.0218,79.2073
2016-08-12 13:30:00,427.195,428.610057833335,29.7155,77.4931
2016-08-12 13:44:59,424.869,426.229433100001,30.561,74.5153
2016-08-12 14:00:00,426.132,430.009298933334,28.6182,72.3418
2016-08-12 14:15:00,431.389,430.3673269,30.4236,72.6745
2016-08-12 14:29:59,428.796,430.657060433334,28.2727,77.4509
2016-08-12 14:45:00,431.861,432.092704366667,26.8821,82.7161
2016-08-12 15:00:00,427.103,431.5245775,26.2533,85.8233
2016-08-12 15:14:59,422.241,426.364264633334,26.72,88.4418
2016-08-12 15:30:00,421.408,424.934218566666,27.6145,88.98
2016-08-12 15:45:00,428.74,428.647280833333,28.3909,89.6091
2016-08-12 15:59:59,431.439,432.568052266667,29.08,88.4891
2016-08-12 16:15:00,429.998,429.956607166666,29.0633,85.5517
2016-08-12 16:30:00,428.823,429.160152999999,29.2211,85.4088
2016-08-12 16:44:59,428.743,429.076093233333,29.6564,84.3764
2016-08-12 17:00:00,428.792,430.199773166666,29.2855,83.2364
2016-08-12 17:15:00,432.885,431.977935566667,28.8745,85.3945
2016-08-12 17:29:59,433.072,431.806720266666,28.6138,86.3552
2016-08-12 17:45:00,431.714,431.231341666667,28.6763,87.161
2016-08-12 18:00:00,431.335,431.339547133333,28.8,87.4714
2016-08-12 18:14:59,433.992,432.765227766666,28.7455,87.9473
2016-08-12 18:30:00,444.538,450.809233366666,28.5527,89.0364
2016-08-12 18:45:00,450.998,453.495173866666,28.3439,89.7123
2016-08-12 18:59:59,460.418,456.536746533334,28.07,90.2117
2016-08-12 19:15:00,455.113,453.677024733334,27.9,90.8582
2016-08-12 19:30:00,450.861,454.9588425,27.8055,91.3655
2016-08-12 19:44:59,469.03,469.240062366666,27.6655,91.4309
2016-08-12 20:00:00,474.758,473.082104833334,27.3582,91.5836
2016-08-12 20:15:00,480.069,479.611447633333,27.1633,92.075
2016-08-12 20:29:59,482.271,481.213333933333,26.9702,92.3105
2016-08-12 20:45:00,481.136,481.724682033333,26.8655,92.5145
2016-08-12 21:00:00,485.579,479.087986133333,26.72,92.3509
2016-08-12 21:14:59,472.429,472.653842933333,26.6618,92.2091
2016-08-12 21:30:00,478.171,475.043164033334,26.6,92.7
2016-08-12 21:45:00,478.882,475.675156233334,26.5695,93.2356
2016-08-12 21:59:59,470.799,471.819971366667,26.4554,92.8696
2016-08-12 22:15:00,469.238,472.741892000001,26.3145,93.4764
2016-08-12 22:30:00,474.824,478.199195733332,26.2364,93.8291
2016-08-12 22:44:59,484.809,483.8842598,26.1333,93.9702
2016-08-12 23:00:00,488.981,485.844883566666,26.1,93.8467
2016-08-12 23:15:00,483.941,480.946084133333,26.0364,93.7636
2016-08-12 23:29:59,473.473,473.773627533333,25.9091,93.7691
2016-08-12 23:45:00,476.835,475.278213099999,25.8073,93.9836
2016-08-13 00:00:00,475.513,474.763065733334,25.7039,94.3994
2016-08-13 00:14:59,470.004,471.571648133333,25.7,94.2118
2016-08-13 00:30:00,470.422,470.255373599999,25.6109,92.4673
2016-08-13 00:45:00,473.513,472.173848633333,25.5909,93.9527
2016-08-13 00:59:59,462.743,466.522505966665,25.5,93.7424
2016-08-13 01:15:00,469.885,467.506869033334,25.5,93.5281
2016-08-13 01:30:00,475.757,473.301677666668,25.4818,93.5345
2016-08-13 01:44:59,474.225,472.942893100001,25.4,93.7327
2016-08-13 02:00:00,473.515,473.9251469,25.4,94.2764
2016-08-13 02:15:00,470.61,471.120364433333,25.3862,93.9759
2016-08-13 02:29:59,468.899,470.531633166667,25.3,94.2525
2016-08-13 02:45:00,470.613,472.990780700001,25.2255,94.5709
2016-08-13 03:00:00,476.965,477.466877866667,25.1545,94.7182
2016-08-13 03:14:59,484.856,483.062448666667,25.0655,95.0418
2016-08-13 03:30:00,484.875,483.034604933334,25,95.2
2016-08-13 03:45:00,480.189,479.873585033334,24.9333,94.975
2016-08-13 03:59:59,479.67,479.117668900001,24.9,95.2
2016-08-13 04:15:00,477.44,479.440141300001,24.9,95.5436
2016-08-13 04:30:00,481.966,481.927336433333,24.9564,95.6855
2016-08-13 04:44:59,486.649,484.985809966667,24.9364,95.8164
2016-08-13 05:00:00,487.814,485.689325800001,24.8883,95.3317
2016-08-13 05:15:00,485.238,483.183835733334,24.8,95.2526
2016-08-13 05:29:59,480.317,477.216257333334,24.8,94.9309
2016-08-13 05:45:00,482.524,482.638284866667,24.8873,95.4564
2016-08-13 06:00:00,482.237,482.464748933333,24.9,95.4527
2016-08-13 06:14:59,479.561,480.187107833333,24.9631,95.2466
2016-08-13 06:30:00,477.368,474.932062733333,25.1255,94.5945
2016-08-13 06:45:00,475.128,475.7094568,24.415,93.45
2016-08-13 06:59:59,474.678,477.790660133334,27.7825,89.9895
2016-08-13 07:15:00,473.275,466.652574533333,29.0545,87.3218
2016-08-13 07:30:00,467.203,463.367365833334,30.1655,83.86
2016-08-13 07:44:59,462.344,455.625990366667,30.8873,82.0855
2016-08-13 08:00:00,458.054,456.162040400001,30.3845,81.7259
2016-08-13 08:15:00,455.532,454.476224066668,29.4207,83.5862
2016-08-13 08:29:59,453.605,451.646644866667,28.9836,83.9564
2016-08-13 08:45:00,451.396,452.311315966667,26.8536,83.2464
2016-08-13 09:00:00,450.405,452.412382066666,29.1,82.9164
2016-08-13 09:14:59,447.026,448.362087366667,29.1316,81.8684
2016-08-13 09:30:00,445.982,446.267189933333,29.2267,81.5833
2016-08-13 09:45:00,444.77,445.839587866666,29.4036,81.5
2016-08-13 09:59:59,437.14,439.357839566668,29.8055,79.0127
2016-08-13 10:15:00,432.433,437.775577866666,30.2556,76.9867
2016-08-13 10:30:00,430.295,432.029473266667,30.5954,76.4322
2016-08-13 10:44:59,428.503,428.078863033333,31.1352,75.1132
2016-08-13 11:00:00,427.238,427.356420633334,31.6491,74.1564
2016-08-13 11:15:00,428.251,427.811080833333,32.0233,73.5515
2016-08-13 11:29:59,428.26,427.689971566667,32.3418,72.4145
2016-08-13 11:45:00,426.509,426.371969466667,32.5235,71.3922
2016-08-13 12:00:00,425.073,425.849423833334,32.6483,70.3655
2016-08-13 12:14:59,426.823,426.386826300001,32.7178,69.6475
2016-08-13 12:30:00,426.767,426.473370533334,32.9395,68.4487
2016-08-13 12:45:00,425.917,426.031421133333,33.196,68.1333
2016-08-13 12:59:59,425.925,425.613850099999,33.3982,66.6891
2016-08-13 13:15:00,425.936,425.852238733333,33.4196,66.5482
