datetime_CO2_rf_118,CO2_ref_118,CO2_fit_118,CO2_T_118,CO2_RH_118
2017-01-09 17:00:00,430.943,430.329207066667,1.44333,42.3767
2017-01-09 17:15:00,433.57,432.404769833334,0.165,44.465
2017-01-09 17:29:59,430.28,431.787567666667,-0.03,44.58
2017-01-09 17:45:00,431.923,430.664708400001,-1.1,46.6167
2017-01-09 18:00:00,429.263,429.007571166667,-1.45714,46.8127
2017-01-09 18:14:59,429.711,430.277291966668,-1.86667,47.5175
2017-01-09 18:30:00,435.026,436.109131633334,-2.47143,49.1643
2017-01-09 18:45:00,434.246,433.586797266668,-2.7254,49.4111
2017-01-09 18:59:59,433.885,432.523302833334,-3.03387,49.8226
2017-01-09 19:15:00,437.99,436.1152997,-3.1746,50.5127
2017-01-09 19:30:00,435.028,434.5956493,-3.2,50.8508
2017-01-09 19:44:59,431.093,431.341420133333,-3.13651,50.7079
2017-01-09 20:00:00,431.916,431.852579166666,-3.2,50.871
2017-01-09 20:15:00,431.078,431.1053256,-3.23226,51.0177
2017-01-09 20:29:59,430.166,431.1858023,-3.15833,51.065
2017-01-09 20:45:00,432.27,433.693422066666,-3.17,51.6117
2017-01-09 21:00:00,434.949,435.004312433333,-3.2,51.6032
2017-01-09 21:14:59,434.892,435.062544566667,-3.2,51.5175
2017-01-09 21:30:00,432.474,433.8500721,-3.2,51.616
2017-01-09 21:45:00,433.708,434.418381466667,-3.29841,51.0698
2017-01-09 21:59:59,434.825,435.5471264,-3.35614,52.3649
2017-01-09 22:15:00,436.322,436.374503066666,-3.40167,52.6383
2017-01-09 22:30:00,436.191,436.288995066666,-3.40161,52.579
2017-01-09 22:44:59,437.069,436.851478033333,-3.34286,52.8635
2017-01-09 23:00:00,437.692,436.861654766667,-3.4129,52.7855
2017-01-09 23:15:00,436.979,436.670335333334,-3.55079,53.0794
2017-01-09 23:29:59,437.401,437.088256066667,-3.6,53.1694
2017-01-09 23:45:00,438.319,437.379742933333,-3.57937,53.0413
2017-01-10 00:00:00,438.948,438.0243077,-3.5,52.9952
2017-01-10 00:14:59,439.02,438.524100866666,-3.57593,53.3167
2017-01-10 00:30:00,439.999,438.742551000001,-3.66032,53.7714
2017-01-10 00:45:00,438.365,437.9821538,-3.8,53.6762
2017-01-10 00:59:59,436.496,436.697721433334,-3.77143,53.6063
2017-01-10 01:15:00,438.443,438.7838352,-3.85806,54.1242
2017-01-10 01:30:00,435.851,435.880518533334,-3.98413,54.0508
2017-01-10 01:44:59,436.068,434.685389866667,-3.77097,53.3
2017-01-10 02:00:00,433.105,432.4594793,-3.41905,52.6873
2017-01-10 02:15:00,430.772,430.164471166667,-3.05574,51.7656
2017-01-10 02:29:59,427.64,427.904066233334,-2.79186,51.3733
2017-01-10 02:45:00,426.91,427.306404366667,-2.68871,50.8726
2017-01-10 03:00:00,427.117,427.302920999999,-2.51774,50.4984
2017-01-10 03:14:59,426.528,426.855023966666,-2.20167,50.0767
2017-01-10 03:30:00,426.139,426.443422,-1.91167,49.755
2017-01-10 03:45:00,426.345,426.384250866666,-1.5873,49.2635
2017-01-10 03:59:59,426.4,426.424309966666,-1.28065,49.0694
2017-01-10 04:15:00,428.16,428.199956266667,-1.1,49.2063
2017-01-10 04:30:00,430.361,429.580302666667,-1.03548,49.5952
2017-01-10 04:44:59,430.591,429.955512033332,-1.06825,50.0921
2017-01-10 05:00:00,427.594,427.147124133333,-1.02581,51.4177
2017-01-10 05:15:00,425.162,426.336239533333,-1.18889,58.5206
2017-01-10 05:29:59,426.455,426.758437099999,-1.60645,63.1936
2017-01-10 05:45:00,425.368,425.9496655,-1.90484,66.6323
2017-01-10 06:00:00,426.248,427.321278266666,-2.20635,69.6571
2017-01-10 06:14:59,431.487,432.251743033333,-2.42857,72.0464
2017-01-10 06:30:00,434.237,434.201058199999,-2.62381,73.5857
2017-01-10 06:45:00,435.954,437.654501966667,-2.7,75.0468
2017-01-10 06:59:59,445.357,452.7991357,-2.6746,76.5746
2017-01-10 07:15:00,439.48,439.140119000001,-2.48226,77.8048
2017-01-10 07:30:00,441.293,441.622217866667,-2.23333,78.5467
2017-01-10 07:44:59,446.083,443.220541266668,-1.985,79.0117
2017-01-10 08:00:00,437.051,434.665400566667,-1.765,79.095
2017-01-10 08:15:00,428.347,429.627347333333,-1.485,79.465
2017-01-10 08:29:59,430.254,429.926506133333,-1.09831,79.3017
2017-01-10 08:45:00,430.82,431.099654633334,-0.793443,78.9426
2017-01-10 09:00:00,428.396,428.3283578,-0.448333,78.36
2017-01-10 09:14:59,428.239,428.713808966667,-0.208197,77.6967
2017-01-10 09:30:00,428.239,428.599958033334,0.0433962,76.9302
2017-01-10 09:45:00,428.686,429.070987566666,0.417742,76.0823
2017-01-10 09:59:59,430.414,430.522218066666,-0.825397,74.9937
2017-01-10 10:15:00,429.838,430.1137252,1.11111,73.6048
2017-01-10 10:30:00,430.408,430.167484666666,1.28333,72.8933
2017-01-10 10:44:59,426.94,427.0001945,1.65536,71.3482
2017-01-10 11:00:00,424.237,425.571944566666,2.00476,70.1413
2017-01-10 11:15:00,423.936,430.121953999999,2.27213,69.8705
