datetime_NO2_rf_108,NO2_ref_108,NO2_fit_108,NO2_T_108,NO2_RH_108
2016-10-09 00:00:00,6.0521,9.7313978043333,10.85,81.15
2016-10-09 00:14:59,5.8096,7.45833627633334,10.65,81.95
2016-10-09 00:30:00,3.77967,6.08091868733332,10.45,81.8
2016-10-09 00:45:00,1.37076,3.99488677366667,10.2667,81.1667
2016-10-09 00:59:59,0.8983,2.834882111,10.05,81.25
2016-10-09 01:15:00,0.86617,2.084440816,9.85,81.45
2016-10-09 01:30:00,0.53288,2.39010427666666,9.75,81.35
2016-10-09 01:44:59,0.65315,1.59625085066666,9.53333,81.4
2016-10-09 02:00:00,0.96577,1.64577537233334,9.5,81.5
2016-10-09 02:15:00,1.33653,1.63543061833334,9.5,81.6
2016-10-09 02:29:59,1.60822,2.68087413333333,9.5,81.4
2016-10-09 02:45:00,1.45633,2.825643004,9.5,80.9
2016-10-09 03:00:00,1.57666,2.659724368,9.5,80.4
2016-10-09 03:14:59,1.99227,2.496779901,9.45,80.1
2016-10-09 03:30:00,2.41751,2.78086536833333,9.25,80.1
2016-10-09 03:45:00,2.69311,3.08091173433333,9.05,80.2
2016-10-09 03:59:59,3.058,3.294228578,8.83333,80.7
2016-10-09 04:15:00,3.13109,5.05899733633334,8.65,81
2016-10-09 04:30:00,3.00958,3.58587847633333,8.6,80.8
2016-10-09 04:44:59,3.0992,3.581345337,8.6,80.4
2016-10-09 05:00:00,3.2413,3.48177779299999,8.6,79.6333
2016-10-09 05:15:00,4.7378,4.38648979100001,8.55,79.8
2016-10-09 05:29:59,5.3489,5.193955917,8.35,80.5
2016-10-09 05:45:00,4.9131,5.10004806166666,8.25,80.75
2016-10-09 06:00:00,4.9733,4.74629926166667,8.1,80.8333
2016-10-09 06:14:59,4.8402,5.03633805066667,8.1,81.5
2016-10-09 06:30:00,4.5988,4.71702391266667,8.1,82.1
2016-10-09 06:45:00,4.3398,4.497736139,8.1,82.25
2016-10-09 06:59:59,4.5449,4.48990441800001,8.1,82.6667
2016-10-09 07:15:00,4.7054,4.638496507,8.1,82.85
2016-10-09 07:30:00,4.6409,5.256276708,8.25,82.8
2016-10-09 07:44:59,5.9145,6.17932445599999,8.5,82.45
2016-10-09 08:00:00,4.0574,5.09799232266666,9.3,81.1333
2016-10-09 08:15:00,3.88894,3.21938117366667,10.35,79.55
2016-10-09 08:29:59,3.57221,3.51514897633334,11,78
2016-10-09 08:45:00,3.34501,3.34353754833333,11.5,76.05
2016-10-09 09:00:00,3.12075,2.97487443533334,11.9333,74.8
2016-10-09 09:14:59,2.57299,3.24289446133333,12.65,73.35
2016-10-09 09:30:00,2.3435,2.65608643933333,13.05,72
2016-10-09 09:45:00,1.76966,2.360914963,13.4,70.8
2016-10-09 09:59:59,1.64831,2.300423817,13.75,69.65
2016-10-09 10:15:00,1.50237,2.34275833433333,13.9,68.1
2016-10-09 10:30:00,1.67793,2.40114515266667,14.15,66.95
2016-10-09 10:44:59,1.71361,2.21143713433334,14.5,65.75
2016-10-09 11:00:00,1.99944,2.29271790466667,14.75,64.65
2016-10-09 11:15:00,2.54163,2.793509898,14.9333,63.9667
2016-10-09 11:29:59,3.33464,3.18791363666667,15.1,63.45
2016-10-09 11:45:00,2.233,2.43616020666666,15.3,62.15
2016-10-09 12:00:00,2.33472,2.44015975066666,15.3,62
2016-10-09 12:14:59,2.54334,2.61444645333333,15.7667,61.1333
2016-10-09 12:45:00,2.61748,3.02936117133333,15.9,59.95
2016-10-09 12:59:59,3.08457,2.96671408433333,15.65,60.7
2016-10-09 13:15:00,2.24359,2.806696989,15.5333,59.7333
2016-10-09 13:30:00,2.33773,3.06457312966666,15.7,59
2016-10-09 13:44:59,3.1604,3.05138733766666,15.7,59.35
2016-10-09 14:00:00,3.14783,2.986688884,15.85,59.55
2016-10-09 14:15:00,2.76253,2.87753614733333,15.9333,58.8667
2016-10-09 14:29:59,2.7195,2.965256291,16,58.15
2016-10-09 14:45:00,2.90516,3.06984954233333,15.95,57.7
2016-10-09 15:00:00,5.98,4.61180749333334,16,58.2
2016-10-09 15:14:59,3.09389,3.29580198366667,16,58.2667
2016-10-09 15:30:00,3.24931,3.06922640733333,15.95,58.45
2016-10-09 15:45:00,2.42873,2.820845969,15.75,58.05
2016-10-09 15:59:59,2.83799,2.84553850766666,15.75,58.15
2016-10-09 16:15:00,2.56633,2.81968540666667,15.6333,58.1333
2016-10-09 16:30:00,2.68247,2.78109571066667,15.35,58.35
2016-10-09 16:44:59,3.34219,3.26849072,15.3,59.25
2016-10-09 17:00:00,3.8056,3.43604875799999,15.2,59.9
2016-10-09 17:15:00,2.55198,2.84000960333333,15.05,59.5
2016-10-09 17:29:59,2.86468,3.05027228333333,14.7667,60.1333
2016-10-09 17:45:00,3.15469,3.05234472033333,14.55,61.05
2016-10-09 18:00:00,3.34628,3.44835356333333,14.3,61.3
2016-10-09 18:14:59,2.89676,3.26061967566667,13.9,61.85
2016-10-09 18:30:00,3.45634,3.66710141999999,13.7,62.7333
2016-10-09 18:45:00,3.49795,3.80080992333333,13.5,63.55
2016-10-09 18:59:59,3.11883,3.64581258733333,13.4,64.15
2016-10-09 19:15:00,4.7349,4.41212642933333,13.25,65
2016-10-09 19:30:00,3.66352,3.79432488633334,13.0667,66
2016-10-09 19:44:59,3.509,3.73169347666667,12.85,66.95
2016-10-09 20:00:00,3.51442,3.833399258,12.6,67.8
2016-10-09 20:15:00,3.17604,3.297288853,12.4,68.65
2016-10-09 20:29:59,2.81026,3.18843157633333,12.3,69.6333
2016-10-09 20:45:00,2.64216,2.75273430766667,12.05,70.35
2016-10-09 21:00:00,2.02413,2.31385676833333,11.9,71.05
2016-10-09 21:14:59,1.56017,2.22426568533333,11.7,71.65
2016-10-09 21:30:00,1.63442,2.182137608,11.5,72.5667
2016-10-09 21:45:00,1.90123,2.74867663933333,11.25,73.55
2016-10-09 21:59:59,1.3235,2.52030170833333,11.15,74.1
2016-10-09 22:15:00,1.1606,2.46404037233333,11.05,74.4
2016-10-09 22:30:00,0.91761,1.88910379866667,10.8667,74.8333
2016-10-09 22:44:59,0.99386,2.02000075533333,10.65,75.3
2016-10-09 23:00:00,1.13404,2.871521866,10.5,75.75
2016-10-09 23:15:00,1.16572,1.711676085,10.35,76
2016-10-09 23:29:59,1.11038,1.95504036433333,10.3,76.6
2016-10-09 23:45:00,0.83361,1.66347124433334,10.1,77.2333
2016-10-10 00:00:00,0.98487,2.17177222766667,9.95,77.85
2016-10-10 00:14:59,0.68815,2.57393200999999,9.85,78.35
2016-10-10 00:30:00,0.92818,2.93981927433334,9.65,43.35
2016-10-10 00:45:00,1.40712,2.25958002,9.46667,79.7
2016-10-10 00:59:59,1.69015,2.12760103333334,9.25,80.55
2016-10-10 01:15:00,2.57064,5.23315250866666,9.05,81.2
2016-10-10 01:30:00,2.89092,4.597026699,9,81.7
2016-10-10 01:44:59,2.54002,3.61948610366666,8.86667,81.8333
2016-10-10 02:00:00,1.79336,2.70773920433333,8.8,81.65
2016-10-10 02:15:00,1.31313,2.555531028,8.9,81.45
2016-10-10 02:29:59,0.52157,1.88408772433333,8.9,81.1
2016-10-10 02:45:00,1.75309,2.408651816,8.9,81.1
2016-10-10 03:00:00,2.78062,3.70803559566666,8.8,44.75
2016-10-10 03:14:59,2.40271,3.22423999833333,8.65,81.35
2016-10-10 03:30:00,3.15342,5.11079027600002,8.35,81.95
2016-10-10 03:45:00,3.40039,4.11279472866667,8.1,82.5667
2016-10-10 03:59:59,4.3563,4.91976075433333,7.8,83.4
2016-10-10 04:15:00,4.2148,5.010654124,7.55,83.85
2016-10-10 04:30:00,4.0532,5.59579338666666,7.35,84.45
2016-10-10 04:44:59,5.5224,8.08938082233332,7.13333,85.1
2016-10-10 05:00:00,6.5617,7.31575814500001,6.95,85.5
2016-10-10 05:15:00,6.7476,7.21733952666667,6.8,85.9
2016-10-10 05:29:59,7.2652,7.938549844,6.65,86.3
2016-10-10 05:45:00,7.5447,10.944158215,6.55,86.5
2016-10-10 06:00:00,8.549,7.54134548666666,6.4,86.7667
2016-10-10 06:14:59,8.4168,8.592380738,6.25,86.9
2016-10-10 06:30:00,9.0007,10.4072908033333,6.15,87.2
2016-10-10 06:45:00,8.974,9.11630660800001,6.1,87.4
2016-10-10 06:59:59,8.6964,8.26464509999999,6.1,87.4333
2016-10-10 07:15:00,9.4891,9.96506853399998,6.15,87.4
2016-10-10 07:30:00,9.3912,10.0043617,6.4,87.05
2016-10-10 07:44:59,7.9766,9.156659449,6.8,86
2016-10-10 08:00:00,6.0912,7.41167318866666,7.66667,83.4
2016-10-10 08:15:00,5.5524,6.111917272,8.8,79.85
2016-10-10 08:29:59,4.6173,5.61936344166666,9.5,76.4
2016-10-10 08:45:00,4.2535,3.846967558,9.9,73.6
2016-10-10 09:00:00,5.4562,4.51373929900001,10.4333,71.4
2016-10-10 09:14:59,7.5206,6.22557349166666,10.95,69.2
2016-10-10 09:30:00,7.8546,6.61563787966667,11.2,68.05
2016-10-10 09:45:00,8.6389,7.09288900266666,11.4,67.7
2016-10-10 09:59:59,8.1473,6.61426825466668,11.7333,66.5
2016-10-10 10:15:00,7.0252,6.13970731533334,12.2,65.45
2016-10-10 10:30:00,7.1886,6.58484485166666,12.45,64.55
2016-10-10 10:44:59,7.0077,5.97238783633334,12.75,63.5
2016-10-10 11:00:00,6.9238,6.47402297266667,12.95,62.4
2016-10-10 11:15:00,7.3832,6.502151758,13.3667,61.5667
2016-10-10 11:29:59,7.1458,6.33371297766667,13.75,60.55
2016-10-10 11:45:00,7.3196,6.32266759466666,14,59.95
2016-10-10 12:00:00,7.1264,6.22605385733334,14.3,58.4
2016-10-10 12:14:59,7.078,6.20802448533333,14.4,57.8667
2016-10-10 12:30:00,6.756,6.60554824299999,14.25,56.7
2016-10-10 12:45:00,7.3778,7.21240703233335,13.95,56.4
2016-10-10 12:59:59,7.5706,6.17599351666667,13.9,55.55
2016-10-10 13:15:00,9.3226,8.81904404133334,13.9,55.1333
2016-10-10 13:30:00,9.8658,9.25918191866667,13.9,55
2016-10-10 13:44:59,9.4784,9.546341396,13.95,54.1
2016-10-10 14:00:00,10.5423,10.1354186033333,14,53.8
2016-10-10 14:15:00,10.1674,9.88283970533333,14.1,53.7333
2016-10-10 14:29:59,10.5109,10.1454245666667,14.25,53.7
2016-10-10 14:45:00,9.5846,9.83367959200002,14.35,53.1
2016-10-10 15:00:00,9.8742,9.81689531600001,14.45,53
2016-10-10 15:14:59,10.4649,10.0063578413333,14.5333,52.8333
2016-10-10 15:30:00,11.0947,9.84090933933334,14.6,52.75
2016-10-10 15:45:00,9.4745,9.282418016,14.7,53.15
2016-10-10 15:59:59,9.0224,9.34725802399998,14.75,52.75
2016-10-10 16:15:00,9.1091,8.68472482366666,14.8,52.6333
