datetime_NO2_rf_106,NO2_ref_106,NO2_fit_106,NO2_T_106,NO2_RH_106
2016-10-09 00:00:00,6.0521,8.799282772,9.6339,82.2712
2016-10-09 00:14:59,5.8096,8.89609642166667,9.49643,83.4304
2016-10-09 00:30:00,3.77967,7.24432847299997,9.36727,83.06
2016-10-09 00:45:00,1.37076,4.39690104166667,9.3,82.2167
2016-10-09 00:59:59,0.8983,2.368970284,9.2,82.2055
2016-10-09 01:15:00,0.86617,2.431202843,9.02667,82.3267
2016-10-09 01:30:00,0.53288,1.030049552,8.90714,82.1446
2016-10-09 01:44:59,0.65315,1.20426297233333,8.8,82.1648
2016-10-09 02:00:00,0.96577,1.49376078433333,8.82593,82.0204
2016-10-09 02:15:00,1.33653,1.51411285366667,8.90714,81.9268
2016-10-09 02:29:59,1.60822,1.872994431,9.00678,81.2864
2016-10-09 02:45:00,1.45633,1.91999704666666,9.1,80.4364
2016-10-09 03:00:00,1.57666,1.79924697466666,9.1,79.6145
2016-10-09 03:14:59,1.99227,2.04823357766666,8.92222,79.3574
2016-10-09 03:30:00,2.41751,2.63913682666666,8.47544,79.7263
2016-10-09 03:45:00,2.69311,3.00539185166666,8.24576,80.3017
2016-10-09 03:59:59,3.058,3.20304341833334,7.94727,81.0382
2016-10-09 04:15:00,3.13109,3.237988706,7.7537,81.6037
2016-10-09 04:30:00,3.00958,3.25722698966666,7.70545,81.3945
2016-10-09 04:44:59,3.0992,3.28576968733333,7.8,80.7649
2016-10-09 05:00:00,3.2413,3.24384330699999,7.8,79.8169
2016-10-09 05:15:00,4.7378,4.09348959300001,7.77407,80.0667
2016-10-09 05:29:59,5.3489,4.534571346,7.53091,80.9636
2016-10-09 05:45:00,4.9131,4.82986590133333,7.22182,81.5382
2016-10-09 06:00:00,4.9733,4.83226893733334,7.07193,81.893
2016-10-09 06:14:59,4.8402,4.80097133766668,7.01207,82.7224
2016-10-09 06:30:00,4.5988,4.48997796466666,7.22545,83.3545
2016-10-09 06:45:00,4.3398,4.46404882133333,7.28909,83.2782
2016-10-09 06:59:59,4.5449,4.44910293966667,7.2037,83.6074
2016-10-09 07:15:00,4.7054,5.39550648100001,5.88448,83.3638
2016-10-09 07:30:00,4.6409,4.19320696266668,8.22586,82.3638
2016-10-09 07:44:59,5.9145,5.03195201266666,9.17222,80.1741
2016-10-09 08:00:00,4.0574,3.66339665866666,10.6709,76.7509
2016-10-09 08:15:00,3.88894,3.72593686033334,11.8891,74.1182
2016-10-09 08:29:59,3.57221,3.49987149500001,12.8109,71.5436
2016-10-09 08:45:00,3.34501,3.39138067166667,13.5614,69.0088
