datetime_O3_rf_118,O3_ref_118,O3_fit_118,O3_T_118,O3_RH_118
2017-01-09 17:00:00,28.8213,29.5772578366666,1.44333,42.3767
2017-01-09 17:15:00,24.8829,24.7941052166667,0.165,44.465
2017-01-09 17:29:59,27.9438,26.8816387199999,-0.03,44.58
2017-01-09 17:45:00,27.518,27.6502694133333,-1.1,46.6167
2017-01-09 18:00:00,29.0469,28.5041308,-1.45714,46.8127
2017-01-09 18:14:59,29.1155,27.1919544333333,-1.86667,47.5175
2017-01-09 18:30:00,22.0409,19.9503721263333,-2.47143,49.1643
2017-01-09 18:45:00,25.0231,24.0850802233334,-2.7254,49.4111
2017-01-09 18:59:59,24.3881,24.8569580466667,-3.03387,49.8226
2017-01-09 19:15:00,20.3052,20.8844605633334,-3.1746,50.5127
2017-01-09 19:30:00,22.3553,22.1945313333333,-3.2,50.8508
2017-01-09 19:44:59,24.617,24.8642350733334,-3.13651,50.7079
2017-01-09 20:00:00,25.9065,25.4142510166666,-3.2,50.871
2017-01-09 20:15:00,26.1627,25.72500453,-3.23226,51.0177
2017-01-09 20:29:59,26.3981,25.6325582033334,-3.15833,51.065
2017-01-09 20:45:00,23.9492,22.31182183,-3.17,51.6117
2017-01-09 21:00:00,21.9657,21.1257420266667,-3.2,51.6032
2017-01-09 21:14:59,21.0989,21.19453005,-3.2,51.5175
2017-01-09 21:30:00,20.1571,19.0114658633334,-3.2,51.616
2017-01-09 21:45:00,18.9964,18.6636567366667,-3.29841,51.0698
2017-01-09 21:59:59,17.9366,17.4524321346667,-3.35614,52.3649
2017-01-09 22:15:00,16.5987,16.41758253,-3.40167,52.6383
2017-01-09 22:30:00,16.718,16.7116356566666,-3.40161,52.579
2017-01-09 22:44:59,15.9331,16.7638815666667,-3.34286,52.8635
2017-01-09 23:00:00,16.0181,16.25312791,-3.4129,52.7855
2017-01-09 23:15:00,15.694,17.12844403,-3.55079,53.0794
2017-01-09 23:29:59,15.1707,15.8810616466666,-3.6,53.1694
2017-01-09 23:45:00,12.6671,15.19146813,-3.57937,53.0413
2017-01-10 00:00:00,11.5117,13.3534570466667,-3.5,52.9952
2017-01-10 00:14:59,11.3052,12.4955329733333,-3.57593,53.3167
2017-01-10 00:30:00,12.2348,13.4306323313334,-3.66032,53.7714
2017-01-10 00:45:00,14.2063,14.2124665733333,-3.8,53.6762
2017-01-10 00:59:59,16.285,16.1493154646667,-3.77143,53.6063
2017-01-10 01:15:00,15.3272,15.8973703393333,-3.85806,54.1242
2017-01-10 01:30:00,17.3668,17.285994258,-3.98413,54.0508
2017-01-10 01:44:59,17.5971,18.3444747266667,-3.77097,53.3
2017-01-10 02:00:00,20.4782,21.2006447333333,-3.41905,52.6873
2017-01-10 02:15:00,24.3159,24.81069513,-3.05574,51.7656
2017-01-10 02:29:59,26.8572,26.9230342066667,-2.79186,51.3733
2017-01-10 02:45:00,27.1152,27.4623528133334,-2.68871,50.8726
2017-01-10 03:00:00,26.8484,27.5512300500001,-2.51774,50.4984
2017-01-10 03:14:59,28.0166,28.2220631200001,-2.20167,50.0767
2017-01-10 03:30:00,28.5197,28.5145319700001,-1.91167,49.755
2017-01-10 03:45:00,27.7786,28.13249919,-1.5873,49.2635
2017-01-10 03:59:59,27.454,28.3706258366667,-1.28065,49.0694
2017-01-10 04:15:00,24.5218,25.9249238366667,-1.1,49.2063
2017-01-10 04:30:00,21.6168,23.0815891299999,-1.03548,49.5952
2017-01-10 04:44:59,22.101,23.6339568566667,-1.06825,50.0921
2017-01-10 05:00:00,25.2968,26.5431869866667,-1.02581,51.4177
2017-01-10 05:15:00,26.3591,28.61989667,-1.18889,58.5206
2017-01-10 05:29:59,26.8881,27.9773000766667,-1.60645,63.1936
2017-01-10 05:45:00,28.7514,28.5701991233333,-1.90484,66.6323
2017-01-10 06:00:00,27.3878,27.7357176133334,-2.20635,69.6571
2017-01-10 06:14:59,21.4858,23.3965434566667,-2.42857,72.0464
2017-01-10 06:30:00,19.4902,21.9662462766667,-2.62381,73.5857
2017-01-10 06:45:00,16.2281,17.724606395,-2.7,75.0468
2017-01-10 06:59:59,15.2421,14.4322752579734,-2.6746,76.5746
2017-01-10 07:15:00,19.2893,20.42322698,-2.48226,77.8048
2017-01-10 07:30:00,20.0828,20.9682835566667,-2.23333,78.5467
2017-01-10 07:44:59,19.3739,19.520274056,-1.985,79.0117
2017-01-10 08:00:00,22.5447,22.3024154913334,-1.765,79.095
2017-01-10 08:15:00,29.4892,29.2207063366667,-1.485,79.465
2017-01-10 08:29:59,29.8208,28.22892044,-1.09831,79.3017
2017-01-10 08:45:00,28.5041,26.6454287033334,-0.793443,78.9426
2017-01-10 09:00:00,27.9366,27.8981093266667,-0.448333,78.36
2017-01-10 09:14:59,26.4011,25.2279372599999,-0.208197,77.6967
2017-01-10 09:30:00,25.6257,25.4990237533334,0.0433962,76.9302
2017-01-10 09:45:00,24.4651,24.42304548,0.417742,76.0823
2017-01-10 09:59:59,24.1133,24.11575805,-0.825397,74.9937
2017-01-10 10:15:00,21.5613,22.4131735566666,1.11111,73.6048
2017-01-10 10:30:00,21.2121,21.70037137,1.28333,72.8933
2017-01-10 10:44:59,26.5861,28.1471003100001,1.65536,71.3482
2017-01-10 11:00:00,30.5794,30.35377341,2.00476,70.1413
2017-01-10 11:15:00,30.4023,30.5878409957333,2.27213,69.8705
2017-01-10 11:29:59,27.2924,27.70073769,2.3,72.1411
2017-01-10 11:45:00,25.617,26.72463453,2.19677,74.3661
2017-01-10 12:00:00,24.5811,25.5206585633333,2.1,76.8113
2017-01-10 12:14:59,29.0367,29.0141498233334,2.11833,78.9333
2017-01-10 12:30:00,29.7534,29.3356859966666,2.24833,80.22
2017-01-10 12:45:00,28.7006,27.01354201,2.32097,81.1081
2017-01-10 12:59:59,28.6614,28.1694757500001,2.49206,81.9635
2017-01-10 13:15:00,24.7545,26.0738495366666,2.73548,82.5145
2017-01-10 13:30:00,22.0299,23.34940848,2.91905,83.0444
2017-01-10 13:44:59,21.5087,22.3960092033333,3.06129,83.6564
2017-01-10 14:00:00,23.2136,23.9059779613333,3.25238,84.3476
2017-01-10 14:15:00,23.4387,23.74824288,3.5873,84.7143
2017-01-10 14:29:59,18.5702,19.17387058,3.89206,84.8222
2017-01-10 14:45:00,17.5366,18.59237391,4,85.2619
2017-01-10 15:00:00,22.773,23.2788211733333,4.11452,85.6484
2017-01-10 15:14:59,31.2039,31.43407672,4.61905,85.4889
2017-01-10 15:30:00,32.0996,31.41623394,5.12742,84.7032
2017-01-10 15:45:00,32.5454,32.5617080200001,5.54,83.76
2017-01-10 15:59:59,32.6369,31.75008397,5.9,82.72
2017-01-10 16:15:00,32.6408,32.3936431266666,6.38871,81.1339
2017-01-10 16:30:00,33.2866,33.0251792366667,6.67097,79.6016
2017-01-10 16:44:59,33.8792,33.58336795,7.10159,77.8079
2017-01-10 17:00:00,33.9601,33.5202961066667,7.39206,76.3286
2017-01-10 17:15:00,34.1415,32.9184427533333,7.73492,75.2095
2017-01-10 17:29:59,35.7839,35.4259594033334,8.02063,74.2619
2017-01-10 17:45:00,35.8363,35.7554816533334,6.60317,73.8254
2017-01-10 18:00:00,36.0114,35.63031687,8.22909,73.7727
2017-01-10 18:14:59,36.3045,36.2086198533333,8.40476,73.6936
2017-01-10 18:30:00,36.6778,36.46477697,8.63809,73.6048
2017-01-10 18:45:00,36.8542,36.57818015,8.796,73.372
2017-01-10 18:59:59,37.1186,37.7819504166666,8.98254,72.9667
2017-01-10 19:15:00,37.6051,37.5392877333333,9.1871,72.2516
2017-01-10 19:30:00,38.0169,38.0735022966666,9.46032,71.5794
2017-01-10 19:44:59,38.3264,38.4969502566667,9.6,71.8532
2017-01-10 20:00:00,38.7025,38.3747461099999,9.50159,72.5635
2017-01-10 20:15:00,39.0419,38.9539156133333,9.34355,73.7887
2017-01-10 20:29:59,39.2128,39.1927067199999,9.2,74.4873
2017-01-10 20:45:00,38.7629,38.76379444,9.20167,74.235
2017-01-10 21:00:00,39.0844,39.01775399,9.29833,73.9267
2017-01-10 21:14:59,39.1143,38.8875297066666,9.39839,73.529
2017-01-10 21:30:00,38.9567,38.6191988966667,9.49677,73.1629
2017-01-10 21:45:00,39.048,38.9665777133333,9.54464,72.8393
2017-01-10 21:59:59,39.4385,39.1924207966667,9.68525,72.4
2017-01-10 22:15:00,39.1455,38.8845491066667,9.8,71.8984
2017-01-10 22:30:00,38.8295,38.87830379,9.76667,72.727
2017-01-10 22:44:59,38.6047,38.65412176,9.46935,74.2258
2017-01-10 23:00:00,38.4461,38.1699799333333,9.0746,75.7175
2017-01-10 23:15:00,38.1495,37.9865068633333,8.87619,76.7064
2017-01-10 23:29:59,38.0592,38.2078521099999,8.8,77.2404
2017-01-10 23:45:00,37.6616,37.9828364266667,8.92419,77.1403
2017-01-11 00:00:00,37.8099,35.31706224,9.07759,77.3017
2017-01-11 00:14:59,37.7309,37.8643400433334,9.20667,77.2867
2017-01-11 00:30:00,37.805,37.8029046166667,9.39344,76.5393
2017-01-11 00:45:00,37.8829,37.4293222166667,9.59206,75.6048
2017-01-11 00:59:59,36.8953,37.6475299166667,9.58871,75.3484
2017-01-11 01:15:00,35.9006,35.7375602566667,9.48571,75.9905
2017-01-11 01:30:00,34.8979,34.5779553833334,9.30159,76.7524
2017-01-11 01:44:59,34.569,34.6271171233333,7.52258,76.9161
2017-01-11 02:00:00,34.7678,34.2469724533333,9.01111,76.5762
2017-01-11 02:15:00,34.6562,34.57256124,8.79032,76.5339
2017-01-11 02:29:59,33.972,33.6440670833333,8.60794,76.627
2017-01-11 02:45:00,33.3878,33.3961304533334,8.40741,77.1704
2017-01-11 03:00:00,33.7087,33.5732969066666,8.26825,77.6413
2017-01-11 03:14:59,32.8949,32.9393259999999,8.16508,77.781
2017-01-11 03:30:00,32.8294,32.58981652,8.05806,77.6742
2017-01-11 03:45:00,31.8995,32.0810035199999,7.81111,77.6905
2017-01-11 03:59:59,31.9633,32.0525529866666,7.62419,77.2532
2017-01-11 04:15:00,30.8744,30.8773531533334,7.38361,77.241
2017-01-11 04:30:00,32.2195,31.7082261966667,7.15,75.6517
2017-01-11 04:44:59,31.366,29.5524550733333,6.9,74.6533
2017-01-11 05:00:00,31.5986,31.38620839,6.42791,74.114
2017-01-11 05:15:00,29.9043,29.8025597833333,6.2125,73.8938
2017-01-11 05:29:59,27.5692,26.61835317,5.58333,75.4833
2017-01-11 05:45:00,27.5789,27.3130813566667,5.36066,75.6525
2017-01-11 06:00:00,28.0449,28.57961359,5.1873,74.4524
2017-01-11 06:14:59,25.4525,24.6161735,5.04231,73.9769
2017-01-11 06:30:00,25.3012,25.5018012133333,4.4,74.8375
2017-01-11 06:45:00,22.1693,23.4518444866666,4.25323,75.2323
2017-01-11 06:59:59,15.65,16.1382867913333,3.96032,75.9238
2017-01-11 07:15:00,12.1413,12.6551573593333,3.62742,76.6871
2017-01-11 07:30:00,16.191,14.199482823,3.39841,77.2175
2017-01-11 07:44:59,14.6867,13.8043760443334,3.21587,77.7508
2017-01-11 08:00:00,10.6902,11.37214607,3.05,78.1425
2017-01-11 08:15:00,13.6966,12.3347300293334,2.86042,78.7708
2017-01-11 08:29:59,10.4621,10.8739673442667,2.84444,79.1365
2017-01-11 08:45:00,11.5583,11.2764772486667,3.0371,79.3919
2017-01-11 09:00:00,11.6378,11.348955224,3.3254,79.4
2017-01-11 09:14:59,8.27914,7.81861278200002,3.63871,79.3581
2017-01-11 09:30:00,10.4721,10.2825831437333,3.91613,79.0564
2017-01-11 09:45:00,13.3732,14.6164581851733,4.13667,78.78
2017-01-11 09:59:59,14.5087,15.080790862,4.97288,77.7102
2017-01-11 10:15:00,16.934,17.2352734126667,5.60656,76.5525
2017-01-11 10:30:00,18.4125,20.5238273133334,6.19667,75.6067
2017-01-11 10:44:59,19.5901,20.63845684,6.95667,73.9783
2017-01-11 11:00:00,20.0709,21.3655793233333,7.37377,72.8885
2017-01-11 11:15:00,20.2001,16.8278948948,7.7661,71.878
2017-01-11 11:29:59,17.2447,18.6941476366667,8.13684,71.4298
2017-01-11 11:45:00,19.9332,20.3053882833333,8.74697,70.9545
2017-01-11 12:00:00,19.044,21.5595014233333,9.36029,70.5191
2017-01-11 12:14:59,20.0434,19.968256655,9.76,70.8723
2017-01-11 12:30:00,23.4828,25.2989970533333,10.4923,71.2508
2017-01-11 12:45:00,26.4425,27.5183867566666,11.6462,70.1492
2017-01-11 12:59:59,28.444,29.4140748133333,12.2074,68.4926
2017-01-11 13:15:00,31.6549,31.1779083333333,12.4159,66.8261
2017-01-11 13:30:00,32.0644,32.4130123733332,12.7971,65.8609
2017-01-11 13:44:59,32.5796,33.3684086466666,13.0726,64.9403
2017-01-11 14:00:00,33.9929,33.8827896733333,11.6853,64.1603
2017-01-11 14:15:00,34.0551,33.27555133,13.2507,63.2731
2017-01-11 14:29:59,35.4171,34.8936944466667,13.3,62.4174
2017-01-11 17:15:00,30.0827,30.3599753366667,12.1,63.6226
2017-01-11 17:29:59,30.4052,29.1940492033333,11.9568,66.9318
2017-01-11 17:45:00,28.5373,30.52839876,11.6,69.4
2017-01-11 18:00:00,28.0636,30.1029361466666,11,72.9
2017-01-11 18:14:59,25.6126,26.7597373000001,10.6667,75.2333
2017-01-11 18:30:00,26.8905,29.2098352066667,10.2,78.8
2017-01-11 18:45:00,30.5772,30.7634284066667,10.05,80.3
2017-01-11 18:59:59,22.3798,22.2160661933333,9.9,81.1
2017-01-11 19:15:00,21.7937,22.3035806633334,9.8,81.7
2017-01-11 19:30:00,28.0384,28.2751115566666,9.55,83.85
2017-01-11 19:44:59,30.7365,30.4113384933334,9.5,85.1
2017-01-11 20:00:00,28.3829,28.8307219466667,9.5,86.1
2017-01-11 20:15:00,29.1496,28.7516149200001,9.65,87.25
2017-01-11 20:29:59,30.4939,30.7347774833333,9.8,87.9667
2017-01-11 20:45:00,30.5787,30.7899989466667,9.91852,88.5778
2017-01-11 21:00:00,29.9718,30.77288652,10.07,88.76
2017-01-11 21:14:59,29.4089,29.6927868466667,10.2333,89.025
2017-01-11 21:30:00,28.5601,29.3041650000001,10.3714,89.4286
2017-01-11 21:45:00,28.3148,28.4444950266667,10.5238,89.6429
2017-01-11 21:59:59,28.8192,28.7215175333333,10.6,89.85
2017-01-11 22:15:00,28.6864,28.6322969166667,10.698,90.1429
2017-01-11 22:30:00,29.1894,29.32325448,10.8933,90.2111
2017-01-11 22:44:59,29.6343,29.8802415866666,11.1468,90.321
2017-01-11 23:00:00,29.9656,29.8488085333333,11.4274,89.9403
2017-01-11 23:15:00,30.196,30.4969225266666,11.5635,89.3905
2017-01-11 23:29:59,29.5996,29.0908749566666,10.0508,88.8115
2017-01-11 23:45:00,30.0347,30.3780006333333,11.7742,88.35
2017-01-12 00:00:00,30.1505,30.1576438466667,11.8306,87.8145
2017-01-12 00:14:59,30.8472,28.7947219733334,11.9419,87.3161
2017-01-12 00:30:00,30.8248,30.82398005,12.1131,86.8787
2017-01-12 00:45:00,31.4215,31.1203585466667,12.2576,86.2985
2017-01-12 00:59:59,31.5013,31.6090114933333,12.5162,85.625
2017-01-12 01:15:00,31.985,31.8534854366667,12.9147,84.6338
2017-01-12 01:30:00,32.0043,32.1847258666667,13.2235,83.5382
2017-01-12 01:44:59,32.7353,32.6505395,13.5661,82.5419
2017-01-12 02:00:00,32.8565,32.70255318,13.825,81.6824
2017-01-12 02:15:00,33.1531,32.8395683433333,14.0279,80.8779
2017-01-12 02:29:59,32.484,32.5610621633334,14.2783,80.1406
2017-01-12 02:45:00,32.4944,32.5110269433333,14.4674,79.4416
2017-01-12 03:00:00,32.2574,32.4730852166667,11.7429,79.0914
2017-01-12 03:14:59,32.7237,32.7037059933333,14.7522,78.6149
2017-01-12 03:30:00,32.8553,32.69858486,14.8779,78.2574
2017-01-12 03:45:00,32.7322,32.6701972333333,14.9574,77.8838
2017-01-12 03:59:59,32.322,32.41236814,15.0687,77.5493
2017-01-12 04:15:00,32.8301,32.62773913,15.1302,77.5143
2017-01-12 04:30:00,32.077,32.2002589566666,15.2029,77.2652
2017-01-12 04:44:59,32.0015,32.20782475,15.3,77.2162
2017-01-12 05:00:00,32.4992,32.1870838166667,15.3206,76.0118
2017-01-12 05:15:00,31.884,32.0786588466666,15.4258,76.979
2017-01-12 05:29:59,32.2166,32.2830385733333,15.5074,76.6735
2017-01-12 05:45:00,32.5063,32.35556005,15.6,76.4985
2017-01-12 06:00:00,32.4555,32.3222204966667,15.6145,76.3638
2017-01-12 06:14:59,31.8489,32.0583700933334,15.7,76.1338
2017-01-12 06:30:00,30.9376,31.36003871,15.7369,75.8662
2017-01-12 06:45:00,30.9938,31.0726071366667,15.6794,75.825
2017-01-12 06:59:59,30.6691,30.5646155066666,15.6985,75.8265
2017-01-12 07:15:00,29.7444,29.7590439333332,15.7412,75.7706
2017-01-12 07:30:00,28.5437,29.3459505433334,15.8452,75.6048
2017-01-12 07:44:59,31.2709,30.9658103,15.9647,75.4735
2017-01-12 08:00:00,31.0465,29.6600094266667,16.1397,75.3309
2017-01-12 08:15:00,31.0295,31.00859181,16.2721,75.1456
2017-01-12 08:29:59,30.9441,30.8611567133334,16.3769,74.96
2017-01-12 08:45:00,31.2419,31.3185556033334,16.4231,74.7
2017-01-12 09:00:00,30.6847,31.1996082,16.4309,75.7794
2017-01-12 09:14:59,30.092,30.5628951466667,16.3,76.1283
2017-01-12 09:30:00,30.3588,30.6110519066667,16.3735,75.85
2017-01-12 09:45:00,31.4997,31.2265680600001,16.5515,75.6265
2017-01-12 09:59:59,30.948,30.9667417233334,16.8279,75.2328
2017-01-12 10:15:00,31.6872,31.4398349,17.042,74.8029
2017-01-12 10:30:00,31.8967,31.8608975633333,15.5279,75.5353
2017-01-12 10:44:59,30.8259,30.8285445833333,16.7897,76.3265
2017-01-12 11:00:00,30.8674,30.6723788766666,16.6277,76.8969
2017-01-12 11:15:00,30.778,30.6927864533333,16.8803,76.7515
2017-01-12 11:29:59,31.685,31.6073455766666,17.3638,74.1594
2017-01-12 11:45:00,33.0474,32.8419991299999,17.7118,73.8882
2017-01-12 12:00:00,33.2542,32.8223963599999,18.1824,72.8044
2017-01-12 12:14:59,33.3279,33.1263605433333,18.4548,71.8097
2017-01-12 12:30:00,32.2616,31.79848393,18.525,71.3368
