datetime_CO_rf_125,CO_ref_125,CO_fit_125,CO_T_125,CO_RH_125
2016-08-05 00:00:00,181.996,205.754206866667,22.9951,40.9885
2016-08-05 00:14:59,183.748,183.105731333334,22.9237,39.6102
2016-08-05 00:30:00,188.848,185.705203133333,22.6935,39.2274
2016-08-05 00:45:00,191.789,187.853630266667,22.3918,38.9311
2016-08-05 00:59:59,186.363,190.3152665,22.2097,38.8661
2016-08-05 01:15:00,179.593,173.250514366666,21.9738,39.1344
2016-08-05 01:30:00,184.567,183.4539744,22.118,40.6525
2016-08-05 01:44:59,179.207,181.2640704,22.2869,39.7492
2016-08-05 02:00:00,171.256,176.788245233333,22.1532,39.2903
2016-08-05 02:15:00,168.8,173.766061566667,21.959,39.1426
2016-08-05 02:29:59,162.052,173.001088266667,21.9968,40.3403
2016-08-05 02:45:00,174.563,177.486308133333,22.2177,39.6161
2016-08-05 03:00:00,177.281,174.065809733333,22.1213,39.2672
2016-08-05 03:14:59,176.807,176.174666966667,21.8967,39.1049
2016-08-05 03:30:00,177.359,185.078485,22.0839,39.8597
2016-08-05 03:45:00,177.793,181.559301466667,22.1689,38.818
2016-08-05 03:59:59,170.17,185.9703215,21.959,38.6885
2016-08-05 04:15:00,159.893,172.091698533333,22.025,39.985
2016-08-05 04:30:00,172.478,175.573424166667,22.2017,38.9483
2016-08-05 04:44:59,166.511,197.0923798,22.05,38.8783
2016-08-05 05:00:00,174.363,220.059001766666,22.2583,39.2417
2016-08-05 05:15:00,192.463,200.461777333334,22.1267,38.355
2016-08-05 05:29:59,193.27,197.090691266666,22.15,39.405
2016-08-05 05:45:00,199.407,215.1880433,22.2869,38.6164
2016-08-05 06:00:00,218.974,217.5666197,22.0677,38.1306
2016-08-05 06:14:59,212.207,222.586690066667,21.9049,39.1295
2016-08-05 06:30:00,239.937,234.162013666667,20.3705,39.2361
2016-08-05 06:45:00,370.856,298.7091632,22.0613,38.6887
2016-08-05 06:59:59,432.274,346.153682333334,21.859,38.9049
2016-08-05 07:15:00,208.393,212.478196433333,21.8918,40.6066
