datetime_NO2_rf_109,NO2_ref_109,NO2_fit_109,NO2_T_109,NO2_RH_109
2016-10-09 00:00:00,6.0521,9.13342534666666,11.25,75.55
2016-10-09 00:14:59,5.8096,8.00354098266667,11.1102,76.2531
2016-10-09 00:30:00,3.77967,5.41594213133332,10.8776,76.1837
2016-10-09 00:45:00,1.37076,4.369636857,10.6465,75.8349
2016-10-09 00:59:59,0.8983,2.34107739766667,10.498,76.0408
2016-10-09 01:15:00,0.86617,1.21643491266667,10.2229,76.2667
2016-10-09 01:30:00,0.53288,0.992087026666665,10.025,76.2
2016-10-09 01:44:59,0.65315,0.955930812666666,9.9,76.3592
2016-10-09 02:00:00,0.96577,1.03203264333333,9.89574,76.5149
2016-10-09 02:15:00,1.33653,1.31382644333333,9.8,76.6043
2016-10-09 02:29:59,1.60822,1.55809947166667,9.8,76.4918
2016-10-09 02:45:00,1.45633,1.68039957666667,9.79556,76.1511
2016-10-09 03:00:00,1.57666,1.78871305666666,9.79362,75.6809
2016-10-09 03:14:59,1.99227,2.001902896,9.68163,75.4122
2016-10-09 03:30:00,2.41751,2.477703979,9.50455,75.3114
2016-10-09 03:45:00,2.69311,2.58121105133333,9.29167,75.4333
2016-10-09 03:59:59,3.058,2.92732252233333,9.11429,75.7796
2016-10-09 04:15:00,3.13109,3.37132344433333,9.01818,76.0091
2016-10-09 04:30:00,3.00958,3.29563548533333,8.9,75.8694
2016-10-09 04:44:59,3.0992,3.15191840466667,8.9,75.5449
2016-10-09 05:00:00,3.2413,3.16128573833333,8.9,74.9535
2016-10-09 05:15:00,4.7378,3.97278102400001,8.88163,75.0755
2016-10-09 05:29:59,5.3489,4.63981589899999,8.72245,75.5857
2016-10-09 05:45:00,4.9131,4.58197158366666,8.6,75.6932
2016-10-09 06:00:00,4.9733,4.72064438466667,8.525,75.8063
2016-10-09 06:14:59,4.8402,4.70041831533334,8.40417,76.2542
2016-10-09 06:30:00,4.5988,4.56178893866667,8.48889,76.9578
2016-10-09 06:45:00,4.3398,4.42960803266666,8.49375,77.1229
2016-10-09 06:59:59,4.5449,4.53496856733333,8.40851,77.3426
2016-10-09 07:15:00,4.7054,4.640981581,8.5087,77.6217
2016-10-09 07:30:00,4.6409,4.582471952,8.64286,77.5429
2016-10-09 07:44:59,5.9145,5.07024237433333,8.96889,77.2
2016-10-09 08:00:00,4.0574,3.17878690833332,9.75957,76.0979
2016-10-09 08:15:00,3.88894,2.70373365766667,10.8184,74.8163
2016-10-09 08:29:59,3.57221,2.92975888566667,11.6659,73.1205
2016-10-09 08:45:00,3.34501,3.38685377633334,12.3347,71.2225
2016-10-09 09:00:00,3.12075,3.45640883366668,12.9,69.8306
2016-10-09 09:14:59,2.57299,3.41104052,13.5091,68.4636
2016-10-09 09:30:00,2.3435,2.75905713333333,14.0306,66.9041
2016-10-09 09:45:00,1.76966,2.45326369066667,12.4388,65.3775
2016-10-09 09:59:59,1.64831,2.323398252,14.6814,64.0349
2016-10-09 10:15:00,1.50237,2.129472885,14.9122,62.7408
2016-10-09 10:30:00,1.67793,2.13453970866667,15.2061,61.7735
2016-10-09 10:44:59,1.71361,2.54894552366667,13.125,60.5114
2016-10-09 11:00:00,1.99944,2.39484727000001,15.9,59.1562
2016-10-09 11:15:00,2.54163,2.53457158066667,15.9,58.7938
2016-10-09 11:29:59,3.33464,3.08332491066667,15.845,58.8483
2016-10-09 11:45:00,2.233,2.674878275,16.0766,57.5957
2016-10-09 12:00:00,2.33472,3.257524448,13.8816,57.5755
2016-10-09 12:14:59,2.54334,2.848132247,16.4311,56.8333
2016-10-09 12:30:00,2.75479,3.32800829833333,16.45,56.4958
2016-10-09 12:45:00,2.61748,3.17126207166667,16.4939,55.9061
2016-10-09 12:59:59,3.08457,3.022382657,16.0907,56.607
2016-10-09 13:15:00,2.24359,2.56630963966667,15.9,56.1449
2016-10-09 13:30:00,2.33773,2.77054965366666,15.9,55.8265
2016-10-09 13:44:59,3.1604,3.142443957,15.9,56.3163
2016-10-09 14:00:00,3.14783,3.05385975133334,15.9,56.5102
2016-10-09 14:15:00,2.76253,2.86709162866667,15.9224,56.1939
2016-10-09 14:29:59,2.7195,2.95824064233333,16,55.686
2016-10-09 14:45:00,2.90516,3.345138675,16,55.4122
2016-10-09 15:00:00,5.98,4.823339899,15.9571,55.7531
2016-10-09 15:14:59,3.09389,3.05980124433334,15.9651,55.7953
2016-10-09 15:30:00,3.24931,3.09473860933333,15.9224,56.0653
2016-10-09 15:45:00,2.42873,2.733609575,15.8854,55.7396
2016-10-09 15:59:59,2.83799,2.881166705,15.8444,55.8933
2016-10-09 16:15:00,2.56633,2.704078568,15.7104,55.8792
2016-10-09 16:30:00,2.68247,2.77663059833333,15.5106,55.9511
2016-10-09 16:44:59,3.34219,3.18323166866667,15.3267,56.7356
2016-10-09 17:00:00,3.8056,3.47112319766666,15.2367,57.2143
2016-10-09 17:15:00,2.55198,2.82697408366667,15.1826,56.8935
2016-10-09 17:29:59,2.86468,2.97710043166667,14.9745,57.4277
2016-10-09 17:45:00,3.15469,3.12088579366667,14.7,58.0625
2016-10-09 18:00:00,3.34628,3.51666274133333,14.5622,58.28
2016-10-09 18:14:59,2.89676,3.08587190633334,14.2125,58.7958
2016-10-09 18:30:00,3.45634,3.67733187033333,13.9265,59.5102
2016-10-09 18:45:00,3.49795,3.63634849899999,13.8512,60.1233
2016-10-09 18:59:59,3.11883,3.46653371199999,13.7061,60.7225
2016-10-09 19:15:00,4.7349,4.71739635799999,13.5592,61.5286
2016-10-09 19:30:00,3.66352,3.72634499800001,13.3523,62.3318
2016-10-09 19:44:59,3.509,3.69610692966667,13.2167,63.1542
2016-10-09 20:00:00,3.51442,3.59966940366667,12.9837,63.998
2016-10-09 20:15:00,3.17604,3.41159172366668,12.7432,64.8182
2016-10-09 20:29:59,2.81026,3.00561992833334,12.6,65.498
2016-10-09 20:45:00,2.64216,2.97845182533334,12.4633,66.0592
2016-10-09 21:00:00,2.02413,2.24243965666667,12.2364,66.7455
2016-10-09 21:14:59,1.56017,2.30319434566667,12.0122,67.3898
2016-10-09 21:30:00,1.63442,2.30518127166667,11.8646,68.0958
2016-10-09 21:45:00,1.90123,2.43664877133334,11.6889,68.7733
2016-10-09 21:59:59,1.3235,1.76026543233333,11.4939,69.3204
2016-10-09 22:15:00,1.1606,1.38881547466667,11.3511,69.7128
2016-10-09 22:30:00,0.91761,1.42275882366667,11.2174,70.0239
2016-10-09 22:44:59,0.99386,1.33525143866667,11.098,70.3796
2016-10-09 23:00:00,1.13404,2.04671299533334,10.9444,70.7267
2016-10-09 23:15:00,1.16572,1.21105357533333,10.7511,71.0553
2016-10-09 23:29:59,1.11038,1.17109225233333,10.6184,71.5878
2016-10-09 23:45:00,0.83361,1.40660153866667,10.4977,72.0705
2016-10-10 00:00:00,0.98487,1.182067901,10.3633,72.5918
2016-10-10 00:14:59,0.68815,0.902884745333334,10.1917,73.1062
2016-10-10 00:30:00,0.92818,1.09619797133333,10.0114,73.6341
2016-10-10 00:45:00,1.40712,1.42328280433333,9.87755,74.2061
2016-10-10 00:59:59,1.69015,1.70551050633334,9.67959,74.8469
2016-10-10 01:15:00,2.57064,3.80171688933333,9.46744,75.4256
2016-10-10 01:30:00,2.89092,3.72103759933334,9.3449,75.8939
