datetime_CO2_rf_120,CO2_ref_120,CO2_fit_120,CO2_T_120,CO2_RH_120
2016-09-24 17:45:00,417.815,416.925934633334,22.7896,58.2
2016-09-24 18:00:00,418.075,417.161257800001,22.4917,58.1479
2016-09-24 18:14:59,415.632,416.133700433335,22.214,58.0465
2016-09-24 18:30:00,416.493,416.5850274,21.8458,58
2016-09-24 18:45:00,418.782,417.712144700001,21.5458,57.9521
2016-09-24 18:59:59,418.826,418.236512733334,21.2116,57.9
2016-09-24 19:15:00,417.948,418.308163400001,20.9792,57.8875
2016-09-24 19:30:00,416.267,417.368929133334,20.6313,57.8
2016-09-24 19:44:59,416.923,417.845489533334,20.3674,57.8
2016-09-24 20:00:00,419.351,418.8803179,20.0553,57.7192
2016-09-24 20:15:00,418.263,418.518038500001,19.8146,57.7
2016-09-24 20:29:59,417.267,417.943144866667,19.5333,57.6778
2016-09-24 20:45:00,417.77,418.684720866666,19.2578,57.6
2016-09-24 21:00:00,417.942,418.6724524,19.0396,57.6
2016-09-24 21:14:59,419.01,419.8955439,18.7191,57.5404
2016-09-24 21:30:00,420.161,420.822119966666,18.4818,57.4818
2016-09-24 21:45:00,418.171,418.899025066667,18.1521,57.4
2016-09-24 21:59:59,419.065,419.752057433334,17.8917,57.4
2016-09-24 22:15:00,419.98,420.053281266667,17.6262,57.319
2016-09-24 22:30:00,419.494,419.768097366668,17.3896,57.2792
2016-09-24 22:44:59,417.203,418.611934733334,17.1063,57.2042
2016-09-24 23:00:00,419.42,419.738062100001,16.8119,57.2
2016-09-24 23:15:00,422.419,423.3966292,16.6146,57.0979
2016-09-24 23:29:59,423.727,423.334651733334,16.3208,57.0021
2016-09-24 23:45:00,422.74,422.818224266666,16.0636,56.9932
2016-09-25 00:00:00,421.259,421.8589568,15.8702,56.9
2016-09-25 00:14:59,421.826,422.548785333333,15.5917,56.8396
2016-09-25 00:30:00,422.003,422.526643633333,15.34,56.8
2016-09-25 00:45:00,422.092,422.139015733333,15.1822,56.8
2016-09-25 00:59:59,421.573,422.406478033333,14.9083,56.7313
2016-09-25 01:15:00,422.878,424.083139999999,14.7085,56.6979
2016-09-25 01:30:00,422.559,424.920943766667,14.5558,55.4372
2016-09-25 01:44:59,422.608,422.774510533333,14.3375,56.6
2016-09-25 02:00:00,420.127,421.5255806,14.1021,56.5187
2016-09-25 02:15:00,421.128,422.561295099999,13.9571,56.5
2016-09-25 02:29:59,422.824,423.630535533332,13.7708,56.4354
2016-09-25 02:45:00,426.596,427.266432833332,13.5583,56.4
2016-09-25 03:00:00,428.231,428.460987699999,13.4047,56.4
2016-09-25 03:14:59,429.449,429.150758833333,13.2437,56.3438
2016-09-25 03:30:00,428.35,428.613576433333,13.0745,56.3
